,PER,DATE,ORG,LOC,Mean
lug,0.66209644,0.7935909,0.79326,0.82375187,0.76817477
kin,0.65839255,0.7890478,0.77426004,0.8069209,0.7571553
nya,0.66149455,0.7943951,0.7692254,0.79537463,0.7551224
sna,0.65410656,0.7928386,0.7680557,0.7921474,0.75178707
luo,0.653093,0.7936132,0.76635885,0.79210865,0.7512934
tsn,0.6563499,0.7796769,0.7580936,0.76446974,0.7396475
wol,0.6543022,0.7627244,0.748651,0.76318395,0.7322154
zul,0.6593938,0.7535598,0.73975074,0.75975007,0.7281136
ibo,0.6521512,0.7406973,0.72704965,0.75422347,0.7185304
bam,0.6564443,0.7586734,0.7142502,0.73479056,0.7160396
ewe,0.65749377,0.72927374,0.723122,0.7368893,0.7116947
twi,0.6603507,0.7211717,0.7267753,0.73755455,0.7114631
pcm,0.6499919,0.722855,0.7283351,0.7416732,0.7107138
mos,0.6522738,0.7245964,0.7243703,0.7334769,0.7086793
xho,0.65665084,0.7101523,0.7219353,0.7442328,0.7082428
hau,0.65287846,0.70024836,0.7148502,0.7309692,0.69973654
yor,0.64922225,0.7120758,0.7112023,0.71444327,0.6967359
swa,0.66688275,0.70753264,0.7080864,0.7003944,0.69572407
fon,0.6505788,0.6852286,0.69613624,0.69171506,0.68091464
bbj,0.64960283,0.6934092,0.68784904,0.69248337,0.68083614
