,ORG,LOC,DATE,PER,Mean
ewe,0.9855462312698364,0.9831151962280273,,0.9244668483734131,0.982028257388335
twi,0.98903888463974,0.9710584282875061,,0.9279138445854187,0.9780434713913844
ibo,0.9834539294242859,0.9755541682243347,,0.9173993468284607,0.9771154064398545
tsn,0.9769734144210815,0.9797089695930481,,0.9230702519416809,0.9762153866199347
fon,0.981596052646637,0.9752421975135803,,0.9192298054695129,0.9761426127873934
mos,0.9795005917549133,0.9779480695724487,,0.9108515381813049,0.9761138386451281
kin,0.9805788397789001,0.9741953015327454,,0.9072278738021851,0.9746886400076059
bbj,0.9821123480796814,0.9684185981750488,,0.9216372966766357,0.9732028509561832
sna,0.9700311422348022,0.9797734022140503,,0.9271068572998047,0.9730639870350177
nya,0.9767720103263855,0.9722381830215454,,0.9230918884277344,0.972527665587572
zul,0.9779222011566162,0.9719986915588379,,0.9080203175544739,0.9723858260191404
xho,0.9742256999015808,0.9744113087654114,,0.9081148505210876,0.9717722099560958
wol,0.9750665426254272,0.971306324005127,,0.9159649610519409,0.970985607458995
pcm,0.9622994065284729,0.9816591739654541,,0.9298142790794373,0.9703575590482125
luo,0.9619789123535156,0.9779109954833984,,0.929429829120636,0.9683866798877716
lug,0.9686533808708191,0.9708940982818604,,0.9015438556671143,0.9671495132721387
yor,0.975641131401062,0.9573593139648438,,0.9178410768508911,0.9646287170740274
hau,0.9779594540596008,0.9519683122634888,,0.9206642508506775,0.9632600511495883
swa,0.957733690738678,0.971369206905365,,0.9181260466575623,0.9627658564310807
bam,0.9497445225715637,0.9798272848129272,,0.9107847213745117,0.9627089351415634
