,LOC,ORG,DATE,PER
bam,0.9763208627700806,0.9647833704948425,0.976309597492218,0.983208417892456
bbj,0.9584054946899414,0.9879336357116699,0.9664245247840881,0.9874016642570496
ewe,0.9778572916984558,0.9923235774040222,0.9662556648254395,0.9879732131958008
fon,0.9612656831741333,0.9878019094467163,0.965398907661438,0.9828693270683289
hau,0.954294741153717,0.9773375391960144,0.970258355140686,0.9827318787574768
ibo,0.9708169102668762,0.9895536303520203,0.9895673990249634,0.9877718687057495
kin,0.985436737537384,0.9903441071510315,0.9870612025260925,0.9825365543365479
lug,0.9870352149009705,0.9727372527122498,0.982099711894989,0.9743236899375916
luo,0.9866833686828613,0.9875224828720093,0.9805769920349121,0.983040988445282
mos,0.9709601402282715,0.9877942204475403,0.9626275897026062,0.9812556505203247
nya,0.9729889631271362,0.9843510985374451,0.9750771522521973,0.9895876049995422
pcm,0.9830967783927917,0.9764186143875122,0.9400742650032043,0.9860706925392151
sna,0.9654332399368286,0.9814881086349487,0.9812801480293274,0.9841539263725281
swa,0.9849017858505249,0.9641965627670288,0.9478638172149658,0.9879254698753357
tsn,0.9807672500610352,0.986024796962738,0.9837178587913513,0.9871848225593567
twi,0.986029326915741,0.9936291575431824,0.9836048483848572,0.9889694452285767
wol,0.9626785516738892,0.9847395420074463,0.985460102558136,0.9867935180664062
xho,0.9616931676864624,0.9813823699951172,0.9860172867774963,0.976484477519989
yor,0.9573141932487488,0.9766071438789368,0.9743698835372925,0.979085385799408
zul,0.9741626977920532,0.9873510599136353,0.9837235808372498,0.9828810095787048
