,LOC,ORG,DATE,PER
bam,0.9713253974914551,0.9519415497779846,0.9721931219100952,0.9810338020324707
bbj,0.9402300715446472,0.983411431312561,0.9598159193992615,0.984125554561615
ewe,0.9707357883453369,0.9902645349502563,0.9597052335739136,0.9844421744346619
fon,0.9637383818626404,0.9835923314094543,0.9582846164703369,0.9781395792961121
hau,0.9543434977531433,0.9773482084274292,0.953737735748291,0.9776667356491089
ibo,0.9536314010620117,0.9865136742591858,0.9850099682807922,0.984254002571106
kin,0.9801110029220581,0.9866822957992554,0.9841479063034058,0.9798656702041626
lug,0.9859472513198853,0.9762406945228577,0.9779881238937378,0.966033935546875
luo,0.9841437339782715,0.9834047555923462,0.9782901406288147,0.9800856113433838
mos,0.965106189250946,0.9839373826980591,0.9537587761878967,0.9758913516998291
nya,0.9679781198501587,0.9797751903533936,0.9679317474365234,0.9870607852935791
pcm,0.967452883720398,0.9710690975189209,0.9260749816894531,0.9848527908325195
sna,0.9543495774269104,0.9791325926780701,0.9764825701713562,0.9792026877403259
swa,0.9838818311691284,0.9535958766937256,0.9383837580680847,0.9847003221511841
tsn,0.9767661094665527,0.9829438328742981,0.9793994426727295,0.9844633340835571
twi,0.9857314229011536,0.9916517734527588,0.9791851043701172,0.9868707656860352
wol,0.9511383175849915,0.9791173338890076,0.980911135673523,0.9830355048179626
xho,0.949101984500885,0.9750874638557434,0.9676494598388672,0.964583158493042
yor,0.9481534957885742,0.9736640453338623,0.9691821336746216,0.9746724963188171
zul,0.9659900069236755,0.9816015958786011,0.9769187569618225,0.9798395037651062
