,ORG,LOC,DATE,PER
bam,0.9634400010108948,0.953471302986145,,0.9893386363983154
bbj,0.9807893633842468,0.9173547625541687,,0.9881802797317505
ewe,0.987002968788147,0.9735518097877502,,0.9828979969024658
fon,0.9881068468093872,0.9290746450424194,,0.9723412990570068
hau,0.9791417121887207,0.9312194585800171,,0.9854086637496948
ibo,0.9834766983985901,0.9365952610969543,,0.9905089735984802
kin,0.9842258095741272,0.974934458732605,,0.9860100746154785
lug,0.9883411526679993,0.9869877696037292,,0.9717268347740173
luo,0.9771538376808167,0.9811716079711914,,0.9856681227684021
mos,0.9853977560997009,0.9290859699249268,,0.9779757261276245
nya,0.981610894203186,0.9266085028648376,,0.9933825731277466
pcm,0.9615902900695801,0.9785401821136475,,0.9924044013023376
sna,0.9722661375999451,0.9470502734184265,,0.9835078716278076
swa,0.9710755348205566,0.9888206720352173,,0.9813050031661987
tsn,0.9794692993164062,0.9588778018951416,,0.9861475825309753
twi,0.9902502298355103,0.9788481593132019,,0.9914925694465637
wol,0.9827905893325806,0.9340423345565796,,0.9872384071350098
xho,0.9806026816368103,0.9333269000053406,,0.9519920945167542
yor,0.9803512096405029,0.8682603240013123,,0.9713375568389893
zul,0.9849754571914673,0.9508907794952393,,0.9714805483818054
