,LOC,PER,DATE,ORG,Mean
sna,0.9999993443489075,0.9999975562095642,,0.9999993443489075,0.999999243133473
twi,0.9999994039535522,0.9999964237213135,,0.9999992847442627,0.9999991790303644
yor,0.9999989867210388,0.9999975562095642,,0.9999993443489075,0.999999074441082
xho,0.999998927116394,0.999997079372406,,0.9999993443489075,0.9999990193349011
mos,0.9999991655349731,0.9999971389770508,,0.9999990463256836,0.9999989945933504
nya,0.9999995827674866,0.9999977946281433,,0.9999985098838806,0.9999989754748795
fon,0.9999991655349731,0.9999966025352478,,0.999998927116394,0.9999989079979231
lug,0.9999989867210388,0.9999974966049194,,0.9999989867210388,0.9999989023748433
tsn,0.9999993443489075,0.9999974966049194,,0.9999985694885254,0.9999988742594449
bbj,0.9999988675117493,0.9999971389770508,,0.9999990463256836,0.999998854016358
ewe,0.9999994039535522,0.9999964237213135,,0.9999985694885254,0.9999988416455826
hau,0.9999990463256836,0.999995768070221,,0.999998927116394,0.9999988045332566
wol,0.9999995231628418,0.9999974966049194,,0.9999982118606567,0.9999987899132494
kin,0.9999991059303284,0.999997079372406,,0.9999985694885254,0.9999987381809162
luo,0.9999992847442627,0.9999978542327881,,0.9999982714653015,0.9999987258101409
ibo,0.9999988675117493,0.9999973177909851,,0.9999985694885254,0.9999986392147137
pcm,0.9999990463256836,0.9999972581863403,,0.9999983310699463,0.9999986077254673
zul,0.9999980330467224,0.9999973773956299,,0.999998927116394,0.9999984176653736
swa,0.9999991655349731,0.9999968409538269,,0.9999978542327881,0.9999984154161418
bam,0.9999994039535522,0.9999967813491821,,0.9999975562095642,0.9999983839268954
