,LOC,ORG,DATE,PER,Mean
kin,0.9989335156287216,0.9989904334977011,0.9987091468287644,0.9986160039225614,0.9988122749694371
nya,0.9987936516045582,0.9989312725492837,0.99799742026906,0.9993465934826432,0.9987672344763863
sna,0.998228018196543,0.9988082655818298,0.9985809725262721,0.999054119877124,0.9986678440454422
luo,0.9990362313674334,0.9985873017161043,0.9981194889789277,0.9987380380515002,0.9986202650284913
lug,0.99920049761,0.9963369932550029,0.9988775614562433,0.9993770599550134,0.9984480280690649
wol,0.9976610660346703,0.9986989171477997,0.9981700863389734,0.9988491722343086,0.998344810438938
zul,0.9983783581930769,0.9983691382471185,0.9980107523717946,0.9985294825523577,0.9983219328410868
twi,0.9986018903433319,0.9986707572013706,0.9968149886486068,0.9990231021238726,0.9982776845792954
tsn,0.9971089742239192,0.998365569620808,0.9982655552693116,0.998815596207792,0.9981389238304577
ibo,0.9975351663295013,0.9975999440317522,0.9982785782572632,0.9988373145000906,0.9980627507796518
mos,0.9975566680663469,0.9982021535823812,0.9974966185825952,0.9987649075017185,0.9980050869332605
xho,0.9977415382975862,0.9980798322955601,0.997645021391651,0.998418044043908,0.9979711090071763
bam,0.997701336606708,0.9973330393132902,0.9971214373932716,0.9988292476814722,0.9977462652486855
swa,0.9973585992379653,0.9975831731076297,0.9963178006734502,0.9990051449875766,0.9975661795016554
ewe,0.9964646863710215,0.9978881519830893,0.9970438948682763,0.998648557799068,0.9975113227553637
yor,0.9966402099521249,0.9980369828262021,0.9963376951586502,0.9981451445867159,0.9972900081309233
hau,0.9974975092268582,0.9981040976502816,0.9940748383277325,0.9990661234257016,0.9971856421576435
pcm,0.997586884975033,0.9952858666897619,0.9945532511888704,0.9992974616899298,0.9966808661358988
fon,0.996452056766115,0.9974068112057486,0.9932626929669113,0.9987101357127709,0.9964579241628864
bbj,0.9948447962725332,0.9973681513598156,0.9951530263205133,0.9982569774512403,0.9964057378510256
