layer,model,rank_type,language,pearson
2,xlmr,top5,kin,0.9898196683162834
2,xlmr,top5,twi,0.9890287742605768
2,xlmr,top5,ibo,0.9876040102844559
2,xlmr,top5,luo,0.9873308341291368
2,xlmr,top5,tsn,0.9867348063667146
2,xlmr,worst5,hau,0.9732981033636272
2,xlmr,worst5,fon,0.9745099606401718
2,xlmr,worst5,bbj,0.9756479124569626
2,xlmr,worst5,yor,0.9760834496135963
2,xlmr,worst5,bam,0.9767040960908976
3,xlmr,top5,kin,0.9922623645843915
3,xlmr,top5,twi,0.9913881771835292
3,xlmr,top5,ibo,0.9903644434563341
3,xlmr,top5,luo,0.9901419494489585
3,xlmr,top5,tsn,0.9900969415286923
3,xlmr,worst5,hau,0.9794642446675195
3,xlmr,worst5,fon,0.9813560364658855
3,xlmr,worst5,bbj,0.9815918512222376
3,xlmr,worst5,bam,0.9830502816386862
3,xlmr,worst5,pcm,0.9832765414452468
10,xlmr,top5,kin,0.9928057234699955
10,xlmr,top5,twi,0.9925953573550758
10,xlmr,top5,ibo,0.99024392438465
10,xlmr,top5,luo,0.9894945479351325
10,xlmr,top5,lug,0.9889497116494428
10,xlmr,worst5,bbj,0.979210556725493
10,xlmr,worst5,bam,0.9808927264965687
10,xlmr,worst5,yor,0.9814560251827152
10,xlmr,worst5,hau,0.9822077907478148
10,xlmr,worst5,pcm,0.9823251709497782
12,xlmr,top5,kin,0.9994432498396891
12,xlmr,top5,twi,0.9993538026531968
12,xlmr,top5,ibo,0.9993205156416923
12,xlmr,top5,luo,0.9992787851532964
12,xlmr,top5,swa,0.9992317781280526
12,xlmr,worst5,bbj,0.9986378040699436
12,xlmr,worst5,fon,0.998672302690553
12,xlmr,worst5,yor,0.9986927058898527
12,xlmr,worst5,bam,0.9988239916254175
12,xlmr,worst5,nya,0.9988363775651182
