,LOC,PER,DATE,ORG,Mean
lug,0.6273628,0.38842136,0.5675612,0.62116677,0.55112803
kin,0.5908441,0.38511887,0.5578935,0.5766969,0.5276383
xho,0.5656639,0.36496693,0.5812922,0.56387305,0.51894903
nya,0.55394286,0.40029773,0.55532336,0.55887485,0.5171097
sna,0.5574423,0.37552768,0.5709275,0.55221474,0.5140281
zul,0.5586983,0.38889235,0.53365564,0.53919536,0.5051104
luo,0.5429224,0.37776998,0.5276809,0.53625536,0.49615714
tsn,0.51666355,0.3734553,0.5242824,0.53583735,0.48755968
wol,0.52124316,0.3708073,0.50100994,0.5250858,0.47953656
hau,0.5146875,0.36654758,0.53765243,0.4981243,0.47925293
ibo,0.53169507,0.3481417,0.5045602,0.49221796,0.46915376
bam,0.49503148,0.33844808,0.51811355,0.4787425,0.45758387
twi,0.49161416,0.33528253,0.47145626,0.4975276,0.44897014
swa,0.46490842,0.3586787,0.4828893,0.4682095,0.44367146
mos,0.4606556,0.33522916,0.47307825,0.4922267,0.44029742
ewe,0.45912486,0.31386662,0.4625624,0.48328018,0.4297085
pcm,0.45119867,0.3205943,0.4278052,0.45745024,0.41426212
fon,0.4414228,0.29983526,0.39611748,0.4463417,0.39592928
yor,0.42041406,0.29055223,0.4284371,0.39807177,0.38436878
bbj,0.39250338,0.30864468,0.40133435,0.39473125,0.3743034
