,LOC,ORG,PER,DATE,Mean
lug,0.9995919,0.9993168,0.99427116,0.999337,0.9981292
nya,0.9993212,0.9989884,0.9942735,0.99933493,0.9979795
kin,0.99942476,0.99904084,0.99408126,0.9992099,0.99793917
sna,0.9993016,0.998995,0.9935219,0.9993344,0.9977882
luo,0.9992859,0.99892074,0.9934054,0.9992771,0.99772227
tsn,0.9989259,0.99882144,0.9938575,0.99914736,0.99768806
zul,0.9989304,0.9984805,0.99419737,0.99862486,0.99755824
wol,0.9988505,0.99858457,0.99342716,0.9988676,0.9974325
twi,0.9982968,0.9979607,0.9943244,0.9979475,0.99713236
ibo,0.99877053,0.997788,0.9933151,0.998484,0.9970894
bam,0.9982376,0.99757755,0.9937143,0.99878097,0.9970776
ewe,0.99827194,0.99808115,0.9937325,0.99807703,0.9970406
xho,0.99841917,0.99775577,0.9938849,0.9973897,0.9968624
pcm,0.9983425,0.99807775,0.99305457,0.997838,0.9968282
mos,0.99806446,0.9979491,0.9932347,0.9979408,0.99679726
swa,0.9969631,0.9974542,0.9947972,0.99724954,0.996616
hau,0.99828666,0.99754107,0.9934685,0.9969336,0.9965575
yor,0.9975818,0.9971467,0.99294716,0.9975407,0.9963041
bbj,0.9965681,0.9964298,0.9930351,0.99665743,0.9956726
fon,0.9963782,0.9969958,0.9929983,0.9960363,0.99560213
