,DATE,LOC,PER,ORG,Mean
twi,0.9993405119697376,0.9988062660335423,0.9926130646793924,0.9996344040647871,0.9975985616868648
luo,0.9989571207105921,0.9992444443618209,0.9926012921641921,0.999347817698103,0.997537668733677
sna,0.9993565784391233,0.9988544373261428,0.9922142848004293,0.9993140127556029,0.9974348283303245
xho,0.9996214532873926,0.998385430436835,0.9920898922479602,0.9991932351413465,0.9973225027783836
yor,0.9992282008702479,0.997724219925147,0.9928233886307903,0.999394090723595,0.997292475037445
ibo,0.9996829982958153,0.998564934353317,0.99153446843834,0.999362963069521,0.9972863410392484
ewe,0.997933219743903,0.9988539835826068,0.9926306993270055,0.9994263078572906,0.9972110526277014
tsn,0.9989499219838754,0.9986628342427175,0.992303900268559,0.9987165109631928,0.9971582918645863
lug,0.999174003797848,0.9992405876530422,0.9913514932514583,0.9988203174639919,0.9971466005415851
mos,0.9991776999164732,0.9979001313128135,0.9921376729646348,0.9993499713739039,0.9971413688919564
wol,0.9989399659170058,0.99826770104559,0.9919350866673988,0.9992750497682836,0.9971044508495696
kin,0.9994328391529052,0.9992880440243598,0.9903212279532959,0.9993110141877151,0.997088281329569
swa,0.9980437481027371,0.9992144214611505,0.9916689769790434,0.9991573039312132,0.997021112618536
fon,0.9984184827154845,0.9977714589301808,0.9928751805233799,0.9989958912191516,0.9970152533470492
bbj,0.998749008205837,0.9974509569952825,0.9926732847470292,0.999182420436423,0.997013917596143
zul,0.9991034945967685,0.9986151135061211,0.9911383553930736,0.9991735957297342,0.9970076398064244
hau,0.9989933510843313,0.9975768975620957,0.9919115889108454,0.9993049080162553,0.996946686393382
pcm,0.9976765099640293,0.9985602655836497,0.9921538223610908,0.9990562979150454,0.9968617239559538
bam,0.9985065409891699,0.9984113567582333,0.9912367615725864,0.9987849252755842,0.9967348961488935
nya,0.9990773258111957,0.998872358476892,0.9884562398120316,0.9995650703264383,0.9964927486066395
