,PER,ORG,DATE,LOC,Mean
kin,0.7362138628959656,0.9282846450805664,0.9350698590278625,0.9194617867469788,0.9245913898538104
luo,0.7504522204399109,0.9034827351570129,0.917018711566925,0.8950082063674927,0.9027333857193394
nya,0.7651680111885071,0.9276862144470215,0.9089952111244202,0.8704718947410583,0.9002235514598256
sna,0.7477254867553711,0.9290505051612854,0.9513556361198425,0.8232638239860535,0.898806033015564
twi,0.7433729767799377,0.9396468997001648,0.886082649230957,0.8705511093139648,0.8963131762239251
lug,0.7369628548622131,0.9026741981506348,0.8715521097183228,0.9129151701927185,0.8932138107267265
ibo,0.7529246211051941,0.9214783310890198,0.9427175521850586,0.8209968209266663,0.8928258156213235
zul,0.7487530708312988,0.9249864220619202,0.926013171672821,0.8234513998031616,0.8892359386278889
tsn,0.7343769073486328,0.8904023766517639,0.9267032146453857,0.8209148049354553,0.8770572466487334
swa,0.735134482383728,0.890062689781189,0.8542079329490662,0.8925422430038452,0.8766730055408528
hau,0.7446420788764954,0.9224627017974854,0.9220283627510071,0.7809439897537231,0.8730898537035063
xho,0.7540673613548279,0.9059900641441345,0.9540424942970276,0.7462889552116394,0.8669674366790792
wol,0.7522225975990295,0.9007930755615234,0.9187031984329224,0.7839365005493164,0.865990636229828
bam,0.7305094003677368,0.83977872133255,0.8690304756164551,0.8203687071800232,0.8412868619903805
fon,0.7371922731399536,0.8711683750152588,0.8360354900360107,0.7680674195289612,0.8237062052791826
ewe,0.7470139861106873,0.9050979614257812,0.7023890614509583,0.8552988767623901,0.8197646230224549
mos,0.7395695447921753,0.8843152523040771,0.7385388612747192,0.8082877993583679,0.8092655023251931
pcm,0.7114956974983215,0.8642481565475464,0.7173263430595398,0.8412632346153259,0.8060989264115261
yor,0.6688060760498047,0.8728688359260559,0.8193402290344238,0.6583985686302185,0.7817291093310659
bbj,0.7562233805656433,0.8385030031204224,0.802471399307251,0.6524953842163086,0.7643597470180882
