,ORG,LOC,PER,DATE,Mean
lug,0.9063154786805009,0.9262154549376824,0.9757696264502689,0.9195414976842972,0.9319605144381873
kin,0.9235389063875032,0.937022453967229,0.9111731918303071,0.9255101585819313,0.9243111776917426
nya,0.9337420975711109,0.888954643848268,0.928142679695066,0.8888836718667823,0.9099307732453068
sna,0.9161681417048744,0.8534531291464277,0.921122987782519,0.9228554007517127,0.9033999148463834
twi,0.9156886397917811,0.8862061119846683,0.9308660414969178,0.8632355846307332,0.8989990944760251
luo,0.9039289570386373,0.894872460838908,0.9280330802116943,0.8576735614178284,0.8961270148767669
swa,0.8810351697767898,0.8909495579886105,0.9501206663889583,0.8269551451648909,0.8872651348298124
ibo,0.8563610723342739,0.8748973057178715,0.9080986933524348,0.8945808178002701,0.8834844723012126
tsn,0.8931671269643526,0.7774796333390211,0.9046938192785867,0.8957836505716719,0.8677810575384081
hau,0.8950022451641618,0.7920342962301776,0.9021725371639121,0.869282317704647,0.8646228490657247
xho,0.8711146408419984,0.8037314075704226,0.8449518831019143,0.9332607084085228,0.8632646599807146
zul,0.899493581460509,0.8069969355501633,0.8757142846559028,0.8707434338461344,0.8632370588781773
wol,0.8883136586124744,0.7936687047170344,0.8827560535543225,0.8297319050225641,0.8486175804765989
bam,0.8133367220433652,0.8484697585033748,0.8904357302665931,0.8342567822157211,0.8466247482572635
ewe,0.88486403050149,0.8193819485083516,0.8960918211550586,0.7657005176295842,0.8415095794486211
mos,0.8730389434500012,0.7888515126884077,0.8892505363213558,0.7378056185806727,0.8222366527601094
pcm,0.8373471824878518,0.8392772902127048,0.9215891904289605,0.6442861744519799,0.8106249593953743
fon,0.8249796830031487,0.7686984947582174,0.8612977923254406,0.7037028361150551,0.7896697015504655
bbj,0.7328465070600868,0.6410483282021694,0.8890802470472462,0.7164045411688611,0.7448449058695908
yor,0.8134231362275537,0.65290809474126,0.7615777275371713,0.7381254123636861,0.7415085927174178
