,DATE,PER,ORG,LOC
bam,0.9881195425987244,0.9973105192184448,0.9907211661338806,0.9916001558303833
bbj,0.9625917673110962,0.9949768781661987,0.9914706945419312,0.9716835618019104
ewe,0.9614184498786926,0.9922586679458618,0.9964693188667297,0.9966583251953125
fon,0.9834925532341003,0.9924752116203308,0.9961665272712708,0.9867450594902039
hau,0.9957935214042664,0.9941579103469849,0.9930816292762756,0.9860025644302368
ibo,0.9940675497055054,0.9981408715248108,0.99593585729599,0.9847869873046875
kin,0.990464448928833,0.996902585029602,0.9956691265106201,0.9966986775398254
lug,0.9722845554351807,0.9936349391937256,0.9963752627372742,0.9983565807342529
luo,0.9897254705429077,0.9965091347694397,0.9964890480041504,0.9978571534156799
mos,0.9563835263252258,0.9942314624786377,0.9955435395240784,0.9871407747268677
nya,0.9867250323295593,0.9985225796699524,0.9951673150062561,0.9851776957511902
pcm,0.9462754130363464,0.9972636103630066,0.9921100735664368,0.9968245625495911
sna,0.9936663508415222,0.9956364631652832,0.9922567009925842,0.9870057106018066
swa,0.9754493236541748,0.9971558451652527,0.988437294960022,0.9981268644332886
tsn,0.9916719198226929,0.9962842464447021,0.9942165017127991,0.9955257177352905
twi,0.9845479726791382,0.997840940952301,0.997261643409729,0.9981352686882019
wol,0.9632853269577026,0.9967169761657715,0.993980884552002,0.9899517297744751
xho,0.9890151023864746,0.9857036471366882,0.9919320940971375,0.9851791262626648
yor,0.9784990549087524,0.9862324595451355,0.9956832528114319,0.9672342538833618
zul,0.9894669651985168,0.9928202629089355,0.9948258399963379,0.9927763938903809
