,LOC,ORG,PER,DATE,Mean
lug,0.9675917,0.949701,0.7243216,0.9164056,0.889505
kin,0.9531623,0.92413175,0.71524715,0.91811836,0.8776649
nya,0.9160285,0.9115045,0.7206132,0.89495724,0.8607759
sna,0.9204705,0.90132195,0.6477716,0.9278315,0.84934884
xho,0.92320144,0.90683025,0.6127647,0.93823826,0.8452586
luo,0.9046617,0.89441794,0.6714573,0.8793679,0.8374762
zul,0.90656006,0.8863512,0.6827216,0.86665714,0.8355725
tsn,0.85813534,0.8902508,0.65790427,0.8759938,0.82057106
wol,0.8700318,0.8628586,0.6847508,0.8488185,0.8166149
hau,0.8675295,0.83480406,0.6552406,0.8884162,0.81149757
ibo,0.8701369,0.8200433,0.6919468,0.854606,0.80918324
bam,0.8527103,0.80850744,0.6548352,0.8637229,0.7949439
swa,0.84231937,0.8309389,0.65032697,0.8383398,0.79048127
twi,0.8331548,0.84623706,0.66533613,0.8100107,0.78868467
mos,0.81328356,0.83316493,0.5887363,0.79746115,0.7581614
ewe,0.79248166,0.8059701,0.62486625,0.7776936,0.75025296
pcm,0.7787243,0.7931628,0.59877837,0.70762,0.71957135
fon,0.7764807,0.7719293,0.61732364,0.7001912,0.7164812
yor,0.7348325,0.7023432,0.5537931,0.7391972,0.6825415
bbj,0.6984236,0.6716873,0.59554523,0.6931497,0.66470146
