,LOC,ORG,PER,DATE,Mean
lug,0.8644358,0.8457484,0.8679528,0.76838404,0.8366302
kin,0.7787992,0.8613055,0.8435999,0.77707785,0.8151956
luo,0.7916205,0.8556901,0.84952307,0.75618947,0.8132558
ibo,0.7485376,0.848929,0.8243083,0.7915268,0.8033254
twi,0.77647,0.8536037,0.80709493,0.77254903,0.80242944
swa,0.7922088,0.8405304,0.8421525,0.7152334,0.79753125
tsn,0.76325077,0.8039044,0.8319131,0.7606184,0.7899217
nya,0.737602,0.8699348,0.7894361,0.75311124,0.787521
pcm,0.7685791,0.83340245,0.82988167,0.70654535,0.78460217
wol,0.7234961,0.82188356,0.8135601,0.76284397,0.78044593
mos,0.70890075,0.8256633,0.8352097,0.7420541,0.77795696
ewe,0.7423653,0.83502555,0.7947861,0.72927016,0.77536184
xho,0.725281,0.7743336,0.8013252,0.80016327,0.77527577
sna,0.7416851,0.829118,0.7548022,0.7716012,0.77430165
zul,0.73495257,0.8243828,0.78002214,0.7532685,0.77315646
hau,0.71855414,0.80126095,0.8136462,0.755961,0.77235556
fon,0.733192,0.8175349,0.7991816,0.71841973,0.76708204
bbj,0.7150518,0.7953696,0.81542933,0.7367215,0.76564306
bam,0.72702193,0.77077615,0.8141526,0.7398632,0.76295346
yor,0.71916854,0.78300315,0.7610308,0.76280236,0.75650126
