,DATE,ORG,LOC,PER
bam,,0.9646399617195129,0.9738373756408691,
bbj,,0.9769960641860962,0.9428969621658325,
ewe,,0.9773443937301636,,0.9828696250915527
fon,,0.9826644062995911,0.9603593349456787,0.9820839166641235
hau,,0.9791162610054016,0.941530704498291,0.9812151193618774
ibo,,0.9755350947380066,0.9509109854698181,
kin,,0.966341495513916,0.949012279510498,0.9748667478561401
lug,,0.9707812070846558,,0.9805527329444885
luo,,0.9626068472862244,,0.9671153426170349
mos,,0.980599582195282,,0.97920161485672
nya,,0.9770743250846863,0.9683727025985718,
pcm,,,0.9596540331840515,0.9746079444885254
sna,,,0.963838517665863,0.9752410650253296
swa,,0.9237738847732544,0.956070065498352,0.9836540818214417
tsn,,0.9789035320281982,0.9613166451454163,
twi,,0.9869959354400635,0.9681805372238159,0.9887232184410095
wol,,0.9756560325622559,0.9583373665809631,0.9865144491195679
xho,,,0.9587915539741516,0.9690424799919128
yor,,0.9806386232376099,0.9314262866973877,
zul,,,0.959526538848877,
