,ORG,PER,LOC,DATE
bam,0.9658616781234741,0.9823087453842163,0.970558226108551,
bbj,0.9790939688682556,0.9823483824729919,0.9453680515289307,
ewe,0.9821287393569946,0.9794102311134338,0.9731540083885193,
fon,0.981873631477356,0.9791214466094971,0.9568108320236206,
hau,0.9743234515190125,0.9797191023826599,0.9473021030426025,
ibo,0.9791268706321716,0.9858202338218689,0.9478473663330078,
kin,0.9646737575531006,0.980021059513092,0.96443110704422,
lug,0.9639208316802979,0.9832640886306763,0.9711025357246399,
luo,0.9650782346725464,0.9786073565483093,0.9756700396537781,
mos,0.9820879697799683,0.9844053387641907,0.9669528603553772,
nya,0.9766281247138977,0.9879476428031921,0.9656222462654114,
pcm,0.9485224485397339,0.9846149682998657,0.970503568649292,
sna,0.9748998880386353,0.9766373634338379,0.9633175730705261,
swa,0.9571439623832703,0.9833735227584839,0.9657911062240601,
tsn,0.9791547656059265,0.9840719699859619,0.9648410677909851,
twi,0.9862561821937561,0.9857723712921143,0.9733281135559082,
wol,0.9770373106002808,0.9875686168670654,0.9552879929542542,
xho,0.9762699604034424,0.9721143245697021,0.9591255784034729,
yor,0.975746750831604,0.9812158346176147,0.9318166971206665,
zul,0.9837928414344788,0.9793484807014465,0.968092143535614,
