layer,model,rank_type,language,cosine
1,xlmr,top5,kin,0.9673246741294861
1,xlmr,top5,twi,0.9614810049533844
1,xlmr,top5,luo,0.9559197276830673
1,xlmr,top5,nya,0.9510781466960907
1,xlmr,top5,tsn,0.9498721808195114
1,xlmr,worst5,hau,0.8993110209703445
1,xlmr,worst5,mos,0.9134425669908524
1,xlmr,worst5,fon,0.9147761166095734
1,xlmr,worst5,yor,0.9169022291898727
1,xlmr,worst5,bam,0.9242766350507736
2,xlmr,top5,kin,0.9856601506471634
2,xlmr,top5,twi,0.9843080937862396
2,xlmr,top5,luo,0.9824674874544144
2,xlmr,top5,ibo,0.9793030619621277
2,xlmr,top5,nya,0.9785837382078171
2,xlmr,worst5,hau,0.9549626410007477
2,xlmr,worst5,fon,0.9650409817695618
2,xlmr,worst5,yor,0.9651003181934357
2,xlmr,worst5,mos,0.9673190265893936
2,xlmr,worst5,pcm,0.9678292721509933
3,xlmr,top5,kin,0.9895263612270355
3,xlmr,top5,twi,0.9877085238695145
3,xlmr,top5,luo,0.9857792258262634
3,xlmr,top5,ibo,0.98514124751091
3,xlmr,top5,nya,0.9846453964710236
3,xlmr,worst5,hau,0.9645858854055405
3,xlmr,worst5,pcm,0.9748098701238632
3,xlmr,worst5,fon,0.9753064215183258
3,xlmr,worst5,swa,0.9759592860937119
3,xlmr,worst5,mos,0.9769935458898544
4,xlmr,top5,kin,0.9874064475297928
4,xlmr,top5,twi,0.9865537881851196
4,xlmr,top5,luo,0.9844571799039841
4,xlmr,top5,ibo,0.9843950420618057
4,xlmr,top5,nya,0.982959970831871
4,xlmr,worst5,hau,0.9645292907953262
4,xlmr,worst5,pcm,0.9720641523599625
4,xlmr,worst5,fon,0.9734827727079391
4,xlmr,worst5,swa,0.974647656083107
4,xlmr,worst5,bbj,0.9747380465269089
5,xlmr,top5,kin,0.9888219237327576
5,xlmr,top5,twi,0.988611027598381
5,xlmr,top5,luo,0.9866961240768433
5,xlmr,top5,ibo,0.9852805882692337
5,xlmr,top5,nya,0.9852379113435745
5,xlmr,worst5,hau,0.966290682554245
5,xlmr,worst5,fon,0.9755266010761261
5,xlmr,worst5,pcm,0.9757159203290939
5,xlmr,worst5,bbj,0.9757593423128128
5,xlmr,worst5,bam,0.9768108129501343
6,xlmr,top5,kin,0.9839855879545212
6,xlmr,top5,twi,0.9838880598545074
6,xlmr,top5,luo,0.9801534861326218
6,xlmr,top5,ibo,0.9797846525907516
6,xlmr,top5,zul,0.9761926680803299
6,xlmr,worst5,pcm,0.9581808149814606
6,xlmr,worst5,hau,0.9602786004543304
6,xlmr,worst5,swa,0.9661455005407333
6,xlmr,worst5,bbj,0.9662793576717377
6,xlmr,worst5,fon,0.9677347093820572
7,xlmr,top5,twi,0.9875104129314423
7,xlmr,top5,kin,0.9871962815523148
7,xlmr,top5,luo,0.9839170277118683
7,xlmr,top5,tsn,0.9811830073595047
7,xlmr,top5,zul,0.9809104651212692
7,xlmr,worst5,pcm,0.9689105600118637
7,xlmr,worst5,hau,0.9695997387170792
7,xlmr,worst5,swa,0.9735614359378815
7,xlmr,worst5,bbj,0.9736171960830688
7,xlmr,worst5,yor,0.9738400876522064
8,xlmr,top5,twi,0.9891080856323242
8,xlmr,top5,kin,0.9876840114593506
8,xlmr,top5,luo,0.9834818045298258
8,xlmr,top5,ewe,0.9828961888949076
8,xlmr,top5,lug,0.9810832341512045
8,xlmr,worst5,xho,0.9690453807512919
8,xlmr,worst5,hau,0.9702462951342264
8,xlmr,worst5,yor,0.9711648225784302
8,xlmr,worst5,sna,0.9727093180020651
8,xlmr,worst5,bbj,0.9735077222188314
9,xlmr,top5,twi,0.9903183380762736
9,xlmr,top5,kin,0.9876920382181803
9,xlmr,top5,ewe,0.9844250281651815
9,xlmr,top5,luo,0.9838544527689616
9,xlmr,top5,tsn,0.9830141464869181
9,xlmr,worst5,hau,0.9703494111696879
9,xlmr,worst5,bam,0.9726916154225668
9,xlmr,worst5,xho,0.9729565382003784
9,xlmr,worst5,yor,0.9732481638590494
9,xlmr,worst5,sna,0.9751356840133667
10,xlmr,top5,twi,0.988413671652476
10,xlmr,top5,kin,0.9868566592534384
10,xlmr,top5,ewe,0.9823838273684183
10,xlmr,top5,lug,0.9817301233609518
10,xlmr,top5,tsn,0.9815466006596884
10,xlmr,worst5,yor,0.9649587670962015
10,xlmr,worst5,xho,0.9701105952262878
10,xlmr,worst5,bam,0.9713504910469055
10,xlmr,worst5,hau,0.9716809590657552
10,xlmr,worst5,sna,0.9729077617327372
11,xlmr,top5,nya,0.9865726033846537
11,xlmr,top5,twi,0.9865411520004272
11,xlmr,top5,kin,0.9851316213607788
11,xlmr,top5,ewe,0.9842570424079895
11,xlmr,top5,mos,0.9842230876286825
11,xlmr,worst5,yor,0.9720070560773214
11,xlmr,worst5,hau,0.9759632547696432
11,xlmr,worst5,xho,0.9760499199231466
11,xlmr,worst5,sna,0.9780628482500712
11,xlmr,worst5,bam,0.9789600968360901
12,xlmr,top5,nya,0.9986748298009237
12,xlmr,top5,kin,0.9986526370048523
12,xlmr,top5,mos,0.9985899130503336
12,xlmr,top5,twi,0.998586118221283
12,xlmr,top5,ewe,0.9985570510228475
12,xlmr,worst5,yor,0.9966741502285004
12,xlmr,worst5,lug,0.9972877701123556
12,xlmr,worst5,hau,0.9974406957626343
12,xlmr,worst5,bam,0.9978604118029276
12,xlmr,worst5,xho,0.997909148534139
