,DATE,LOC,PER,ORG
bam,0.968792736530304,0.9571646451950073,0.9695941209793091,0.9397881031036377
bbj,0.95489501953125,0.933386504650116,0.961880624294281,0.9592425227165222
ewe,0.9647665619850159,0.9651305675506592,0.9685425162315369,0.9743663668632507
fon,0.9512818455696106,0.9599243402481079,0.9605496525764465,0.9545590877532959
hau,0.9693539142608643,0.9771537184715271,0.9887145161628723,0.9842734336853027
ibo,0.9801954030990601,0.9805215001106262,0.9887995719909668,0.9755699038505554
kin,0.9719473719596863,0.9873268008232117,0.9940519332885742,0.988126814365387
lug,0.9678207635879517,0.9759531021118164,0.9939460754394531,0.9929391741752625
luo,0.9778740406036377,0.9763388633728027,0.9805753827095032,0.9795947670936584
mos,0.9582961797714233,0.9797040820121765,0.9803869724273682,0.9783414006233215
nya,0.9652180671691895,0.98063725233078,0.9918033480644226,0.9864208102226257
pcm,0.919020414352417,0.951166570186615,0.9542648196220398,0.9578237533569336
sna,0.9538259506225586,0.9878615140914917,0.9913592338562012,0.988872230052948
swa,0.9228221774101257,0.9195259213447571,0.9468043446540833,0.9392346143722534
tsn,0.9793955087661743,0.9706526398658752,0.9839150905609131,0.9794490337371826
twi,0.9696203470230103,0.979941189289093,0.9756634831428528,0.9809393286705017
wol,0.9716207385063171,0.9708338975906372,0.9796967506408691,0.9797986745834351
xho,0.9848185181617737,0.9780056476593018,0.9734508395195007,0.9840911626815796
yor,0.9538977146148682,0.9381970763206482,0.9468772411346436,0.961220920085907
zul,0.9673012495040894,0.9636199474334717,0.984313428401947,0.9892120361328125
