,PER,LOC,ORG,DATE,Mean
lug,0.79314005,0.73745465,0.70638347,0.6602684,0.7243116
nya,0.750739,0.69837636,0.7285059,0.64716256,0.70619595
kin,0.71153545,0.7278106,0.70722586,0.66883874,0.70385265
sna,0.69627726,0.6958543,0.69651663,0.6659273,0.68864393
luo,0.7396489,0.6797774,0.6892539,0.61676633,0.6813617
twi,0.71871436,0.6468649,0.6907333,0.6198588,0.6690428
ibo,0.70333475,0.6759043,0.6320767,0.63126177,0.6606444
xho,0.653439,0.6632734,0.6489359,0.6768662,0.6606286
tsn,0.69143987,0.64334786,0.6693174,0.63428444,0.6595974
swa,0.71493673,0.64096403,0.65133893,0.6133059,0.65513647
zul,0.68491364,0.6599356,0.64378107,0.623185,0.6529538
hau,0.6697885,0.6414657,0.6444698,0.64288783,0.64965296
wol,0.68064517,0.64744586,0.6398227,0.62254846,0.64761555
bam,0.65855134,0.64641225,0.6094482,0.6136477,0.6320149
mos,0.6843466,0.6078192,0.6378572,0.5939182,0.63098526
ewe,0.6730969,0.6141452,0.6384417,0.59737813,0.6307655
pcm,0.68571204,0.58614993,0.6263029,0.5317632,0.6074821
fon,0.6505714,0.58810693,0.62158734,0.55227625,0.60313547
yor,0.59962153,0.5857898,0.5964311,0.57113314,0.5882439
bbj,0.63159937,0.5274874,0.56766695,0.5578567,0.57115257
