,PER,LOC,DATE,ORG,Mean
lug,0.6733179,0.9616437,0.9158487,0.95928156,0.87752295
kin,0.6703893,0.9427065,0.9135634,0.925805,0.863116
nya,0.69627833,0.90606004,0.9028397,0.9093789,0.85363925
xho,0.62214553,0.9147028,0.9355308,0.9149578,0.84683424
sna,0.65693766,0.9067327,0.920215,0.9027779,0.8466658
zul,0.6738813,0.91935843,0.87913585,0.896737,0.8422781
luo,0.65174097,0.8935188,0.87816143,0.8903628,0.828446
tsn,0.6445329,0.85949135,0.8666822,0.88106275,0.8129423
hau,0.63743186,0.86334306,0.8875633,0.8363279,0.8061665
wol,0.6388748,0.8612548,0.8432107,0.866109,0.8023623
ibo,0.6017802,0.8764564,0.8453231,0.8384958,0.7905139
bam,0.5921608,0.83113956,0.8625345,0.80740815,0.7733107
twi,0.5803226,0.8298049,0.789497,0.8367266,0.7590878
swa,0.625507,0.7874111,0.80838495,0.7864953,0.75194955
mos,0.5779772,0.7941665,0.7978595,0.8212761,0.74781984
ewe,0.54553723,0.78147924,0.78105474,0.7984798,0.7266378
pcm,0.5439198,0.763765,0.71908736,0.7643601,0.697783
fon,0.512437,0.7542144,0.6878766,0.7538142,0.6770855
yor,0.49539065,0.7212872,0.730453,0.6982889,0.66135496
bbj,0.5261543,0.6810343,0.6861727,0.6625563,0.63897943
