,ORG,DATE,LOC,PER,Mean
lug,0.9152589,0.742978,0.7848016,0.95715415,0.8500482
swa,0.8980552,0.76335126,0.8263675,0.8925626,0.84508413
kin,0.91497093,0.7055533,0.78527194,0.93016946,0.8339914
sna,0.9260988,0.74373657,0.78687453,0.8722966,0.8322516
wol,0.8724495,0.6957312,0.84593785,0.9078469,0.8304914
hau,0.9037873,0.73853177,0.7916657,0.88687426,0.83021474
pcm,0.8982158,0.72216856,0.81286335,0.8837694,0.82925427
luo,0.9015136,0.6972304,0.7862012,0.9271875,0.82803315
ibo,0.9015119,0.6837295,0.77056456,0.9288656,0.8211679
ewe,0.88884723,0.71678025,0.781863,0.89638776,0.8209696
mos,0.8782759,0.7004168,0.7791667,0.9092439,0.8167758
tsn,0.8581432,0.7387671,0.80998003,0.85476536,0.81541395
twi,0.8639457,0.70361674,0.7781408,0.889586,0.8088223
xho,0.7641978,0.8368496,0.85343075,0.7772665,0.8079362
nya,0.9094631,0.70695776,0.77986574,0.80083776,0.79928106
zul,0.84046054,0.8277812,0.7560583,0.76163566,0.7964839
bbj,0.84621775,0.6950054,0.74166197,0.88484406,0.7919323
yor,0.83446836,0.72944015,0.7985935,0.8021552,0.79116434
fon,0.86556065,0.6847784,0.7561325,0.8566923,0.7907909
bam,0.80185497,0.7187065,0.75126517,0.886078,0.78947616
