,DATE,ORG,LOC,PER,Mean
kin,,0.9989396333694458,0.9987595677375793,0.9915364980697632,0.998636597568549
sna,,0.9987649321556091,0.9986909031867981,0.9932894706726074,0.9985695163023125
twi,,0.998962938785553,0.9982357025146484,0.9934452772140503,0.9984492028801186
zul,,0.998573899269104,0.9985047578811646,0.9920717477798462,0.9983509524354657
nya,,0.9986124634742737,0.9983732104301453,0.9931735992431641,0.9983379076985479
mos,,0.9987821578979492,0.9980691075325012,0.9930477738380432,0.9982689960488995
tsn,,0.9986402988433838,0.99812912940979,0.9924301505088806,0.9982112802348091
ewe,,0.9982117414474487,0.9982425570487976,0.993482232093811,0.9980889477776093
ibo,,0.9984670877456665,0.9978229403495789,0.9915899634361267,0.9979540902434043
luo,,0.9977626204490662,0.9984743595123291,0.9923219680786133,0.9979496592456855
xho,,0.9981865286827087,0.9978032112121582,0.9932194352149963,0.9978557796154207
wol,,0.9983610510826111,0.9975916147232056,0.9922026991844177,0.9978081688140202
fon,,0.9980003237724304,0.9975891709327698,0.9927363991737366,0.9976474168231186
bam,,0.9967894554138184,0.9980288743972778,0.9915488362312317,0.9972384757208592
lug,,0.9972373247146606,0.9972326755523682,0.9916577339172363,0.9970725554864384
yor,,0.9978880286216736,0.996044397354126,,0.9969662129878998
hau,,0.9973699450492859,0.9967267513275146,0.9928564429283142,0.9969262538604367
swa,,0.9975035786628723,0.9963982105255127,0.9938562512397766,0.99686075935086
pcm,,0.9959641695022583,0.997822642326355,0.9928691387176514,0.9967761942483846
bbj,,0.9974234104156494,0.9956316947937012,0.9923301935195923,0.9964052994274398
