,DATE,LOC,ORG,PER
bam,,0.9312489032745361,0.8811525702476501,0.9734300374984741
bbj,,0.8229168057441711,0.9394981861114502,0.9685734510421753
ewe,,0.9538335800170898,0.9579933881759644,0.9519413709640503
fon,,0.8984314203262329,0.9591773748397827,0.9495366811752319
hau,,0.886106014251709,0.9555111527442932,0.9701154232025146
ibo,,0.8706240653991699,0.9644198417663574,0.9749090671539307
kin,,0.9622805714607239,0.9609418511390686,0.9643017649650574
lug,,0.9691057801246643,0.9625148773193359,0.9458693861961365
luo,,0.9660016298294067,0.9165723919868469,0.9632378816604614
mos,,0.8922159075737,0.9459697008132935,0.9590315818786621
nya,,0.9004315733909607,0.955545961856842,0.983757734298706
pcm,,0.9630189538002014,0.9256507754325867,0.9770267605781555
sna,,0.8789033889770508,0.9393699765205383,0.9630119800567627
swa,,0.9703795909881592,0.9086375832557678,0.9591941237449646
tsn,,0.9451932311058044,0.9502994418144226,0.9665079116821289
twi,,0.9657084345817566,0.973987877368927,0.9801902770996094
wol,,0.8945823311805725,0.9516728520393372,0.9718725085258484
xho,,0.8624038696289062,0.9410239458084106,0.9061161279678345
yor,,0.7244217991828918,0.9367913007736206,0.9018500447273254
zul,,0.9279580116271973,0.9583133459091187,0.9288463592529297
