,PER,ORG,DATE,LOC
bam,,0.9613370895385742,,0.9814884066581726
bbj,0.9806209206581116,0.9855396747589111,,0.9606198668479919
ewe,0.9863177537918091,0.9882122278213501,,
fon,0.9847714900970459,0.9838486313819885,,0.9778963327407837
hau,0.9892295598983765,0.974949300289154,,0.9571888446807861
ibo,,0.986169695854187,,0.9580796957015991
kin,0.9855373501777649,0.9855446815490723,,0.9780738949775696
lug,0.981043815612793,0.9715649485588074,,
luo,0.9832988977432251,0.9701105356216431,,
mos,0.9859525561332703,0.986078679561615,,0.9736896753311157
nya,0.993137776851654,0.9823393225669861,,0.9792121648788452
pcm,0.9881667494773865,0.9608938097953796,,0.9787181615829468
sna,0.9818457961082458,0.980010986328125,,0.9723897576332092
swa,0.9896049499511719,0.967167317867279,,0.9812802672386169
tsn,,0.9842084050178528,,0.9747772216796875
twi,0.9900407791137695,0.988389253616333,,0.9780054092407227
wol,0.9906178116798401,0.9811457991600037,,0.9667457938194275
xho,0.9707101583480835,,,0.9728414416313171
yor,,0.9828149676322937,,0.9475229382514954
zul,0.9819706678390503,,,0.9668848514556885
