,PER,LOC,DATE,ORG,Mean
lug,0.999839,0.9997867,0.99938536,0.99963796,0.9996623
kin,0.99964046,0.9995987,0.9992499,0.9995601,0.9995123
nya,0.99955773,0.99946946,0.99919397,0.99952936,0.99943763
luo,0.9995228,0.9994924,0.9991644,0.99934834,0.999382
sna,0.9991997,0.99950886,0.9992881,0.99944574,0.99936056
tsn,0.9995503,0.9989817,0.9991872,0.99943376,0.99928826
wol,0.999348,0.9993284,0.99893653,0.999148,0.9991902
zul,0.99919,0.99910086,0.99867857,0.9990595,0.99900717
xho,0.999147,0.9989477,0.9983855,0.99867886,0.9987898
ibo,0.99900734,0.9987271,0.99876094,0.998612,0.9987768
twi,0.99921453,0.9985632,0.99834377,0.9988494,0.9987427
ewe,0.99899805,0.99860996,0.9983499,0.998876,0.9987085
bam,0.9990046,0.9987321,0.9986642,0.9984107,0.9987029
mos,0.99874264,0.9985259,0.9981365,0.99876344,0.9985422
pcm,0.9993233,0.9985424,0.9974373,0.99877906,0.9985205
hau,0.9991941,0.9985312,0.99704725,0.9983278,0.99827504
swa,0.99916035,0.99778295,0.99755234,0.9983521,0.9982119
yor,0.99849415,0.9979964,0.9978081,0.9980294,0.998082
bbj,0.99867296,0.99724144,0.9968339,0.9974143,0.99754065
fon,0.9983239,0.9972164,0.99630475,0.9979421,0.9974468
