,PER,LOC,DATE,ORG,Mean
kin,0.56931955,0.6996796,0.68674093,0.68667996,0.66060495
nya,0.5690311,0.68840355,0.6625129,0.69883233,0.654695
lug,0.56610054,0.6951529,0.67983556,0.6712908,0.65309495
sna,0.5673139,0.671468,0.7017577,0.6575154,0.6495137
xho,0.5555207,0.64749306,0.70698285,0.637093,0.6367724
luo,0.56347215,0.6632917,0.63071895,0.64758575,0.62626714
twi,0.5667128,0.6442101,0.63188016,0.659799,0.6256505
zul,0.567454,0.6470592,0.65087086,0.632452,0.624459
hau,0.56522787,0.6309862,0.6620657,0.63902855,0.62432706
tsn,0.55888176,0.62400615,0.65546477,0.6574377,0.6239476
swa,0.5672358,0.6354807,0.6266728,0.6485152,0.61947614
wol,0.5671949,0.6398556,0.6377318,0.6318436,0.6191565
ibo,0.5599688,0.65907747,0.63724715,0.60485595,0.61528736
bam,0.5526753,0.6419086,0.62797636,0.6084504,0.6077527
mos,0.55867684,0.6155871,0.59737766,0.62212056,0.5984405
ewe,0.54440176,0.60241276,0.61318266,0.6255229,0.59638005
yor,0.54977775,0.5770643,0.58110213,0.5948232,0.5756918
fon,0.5479328,0.5817385,0.5506557,0.60180444,0.57053286
pcm,0.5599756,0.5840766,0.52787864,0.59896785,0.5677247
bbj,0.55152994,0.53055775,0.5648442,0.5700014,0.5542333
