,LOC,DATE,ORG,PER,Mean
kin,0.9822216355931987,0.9751560209627844,0.9828081186769803,0.9769311604384144,0.9792792339178444
lug,0.9777600781521448,0.9716882449384756,0.9750823867649229,0.9919830401578908,0.9791284375033584
twi,0.9658129179474384,0.9630690929561149,0.9843260020205511,0.9815562356788942,0.9736910621507496
sna,0.9517315575690738,0.9790190378184636,0.98203385043326,0.9817828494700304,0.9736418238227069
luo,0.970517204410287,0.9627311444977621,0.9808654605555033,0.978638078097998,0.9731879718903875
nya,0.9589768560901918,0.9660030672709585,0.9838328107531321,0.9821176883909072,0.9727326056262974
ibo,0.958033636838515,0.9788286473684162,0.9703744210548295,0.9732984145465633,0.970133779952081
tsn,0.9335684871599856,0.9685301052373977,0.9752413825654189,0.9760738201908032,0.9633534487884013
hau,0.9379807848565964,0.9680190609427022,0.9699568030809581,0.9751324979694439,0.9627722867124251
wol,0.9416929857129284,0.9602062758178188,0.971451076881489,0.9739399578235687,0.9618225740589512
zul,0.9410588386377977,0.9589836725681268,0.9786558963469381,0.9678956395643097,0.961648511779293
xho,0.9379678122900749,0.9803588523061317,0.9699632203247229,0.9574239970253895,0.9614284704865796
mos,0.9422786799459713,0.9430947651975642,0.9760751462981808,0.9726853768655441,0.9585334920768152
swa,0.9591548950792054,0.9275947820355689,0.9645813985305047,0.9783867287220629,0.9574294510918355
bam,0.9543445614271333,0.9591805038751088,0.9394764159534896,0.9704061663357977,0.9558519118978824
pcm,0.9556844514061008,0.8985079680657928,0.9664239164971349,0.9799045904741724,0.9501302316108002
ewe,0.9377599771009706,0.9183843461756661,0.9720512476348074,0.9721177980193452,0.9500783422326973
fon,0.9264378442776247,0.9094210096102381,0.9488442971591134,0.9665843805352526,0.9378218828955572
yor,0.8990588222800308,0.9299361773341179,0.9687832780865455,0.9516177439912413,0.9373490054229838
bbj,0.8819318007619718,0.9256514772351732,0.9315386340049776,0.9711105460070967,0.9275581145023049
