,DATE,ORG,LOC,PER,Mean
kin,0.948405921459198,0.9606467485427856,0.9594765901565552,0.9506522417068481,0.9547953754663467
twi,0.9277451634407043,0.9615890383720398,0.9377577304840088,0.953977644443512,0.9452673941850662
lug,0.9173572659492493,0.9475023150444031,0.93464195728302,0.9789184927940369,0.9446050077676773
nya,0.932569682598114,0.950240433216095,0.9150039553642273,0.9647631049156189,0.9406442940235138
luo,0.947227418422699,0.9369550943374634,0.9369374513626099,0.9366212487220764,0.9394353032112122
ibo,0.9625294804573059,0.9423774480819702,0.8873101472854614,0.9434494376182556,0.9339166283607483
sna,0.95304274559021,0.9496818780899048,0.8569470643997192,0.9587472081184387,0.9296047240495682
tsn,0.9431133270263672,0.9282389283180237,0.8964985013008118,0.9463081359863281,0.9285397231578827
hau,0.9381325840950012,0.9500392079353333,0.8709399700164795,0.949736475944519,0.9272120594978333
wol,0.9328754544258118,0.9359961748123169,0.8904070854187012,0.9421775341033936,0.9253640621900558
zul,0.9468937516212463,0.943910539150238,0.8746304512023926,0.9213429689407349,0.921694427728653
xho,0.96953946352005,0.9239248037338257,0.8390002846717834,0.9117352366447449,0.911049947142601
mos,0.8665544390678406,0.9305655360221863,0.8934474587440491,0.9397995471954346,0.9075917452573776
swa,0.863842248916626,0.8872406482696533,0.9099169373512268,0.9197016954421997,0.8951753824949265
ewe,0.8233837485313416,0.9276058077812195,0.8858107924461365,0.9437018036842346,0.895125538110733
bam,0.9298563599586487,0.8083794713020325,0.903666615486145,0.9330836534500122,0.8937465250492096
fon,0.8749183416366577,0.9059433341026306,0.8614809513092041,0.9267886281013489,0.8922828137874603
pcm,0.7989585995674133,0.9080119132995605,0.9072582721710205,0.9454202651977539,0.8899122625589371
yor,0.8753266334533691,0.9170885682106018,0.7917883396148682,0.872325599193573,0.864132285118103
bbj,0.849232017993927,0.8962119817733765,0.7670329213142395,0.9376605153083801,0.8625343590974808
