,ORG,LOC,PER,DATE,Mean
lug,0.9993305,0.99953145,0.9941778,0.9993454,0.99809635
kin,0.9990593,0.9994436,0.9939368,0.9992722,0.997928
nya,0.9989851,0.9992636,0.99395144,0.9993241,0.99788105
sna,0.9989852,0.9992604,0.99351764,0.9992686,0.9977579
luo,0.998909,0.99927765,0.9931378,0.9991672,0.9976229
tsn,0.99879533,0.9988622,0.9935107,0.999146,0.99757856
zul,0.99832785,0.99879396,0.99416083,0.9985958,0.9974696
wol,0.9984186,0.9987027,0.9934364,0.99889326,0.99736273
ibo,0.9978408,0.99883133,0.99338853,0.99858874,0.9971624
twi,0.99795187,0.99839824,0.9941168,0.9980577,0.9971311
bam,0.99755853,0.9982286,0.9937391,0.99884564,0.99709296
ewe,0.9980149,0.99824136,0.9936409,0.9982912,0.9970471
pcm,0.99813354,0.9983128,0.9929195,0.9978295,0.9967988
xho,0.9978754,0.99855936,0.9940044,0.9967019,0.9967853
mos,0.9976643,0.99821216,0.9931532,0.9977388,0.9966921
swa,0.9975396,0.9966101,0.9948893,0.9974361,0.99661875
yor,0.99732786,0.99754757,0.9930953,0.9978468,0.9964544
hau,0.99748933,0.9983601,0.993347,0.99651045,0.9964267
bbj,0.99645513,0.99653196,0.99308115,0.99697256,0.9957602
fon,0.99679327,0.9960901,0.9928962,0.9960715,0.99546283
