,LOC,PER,DATE,ORG,Mean
lug,0.69697523,0.56804407,0.5999776,0.6421715,0.6267921
luo,0.5955097,0.5522346,0.63235396,0.6711465,0.6128112
twi,0.58589184,0.55951655,0.6171466,0.66751754,0.60751814
kin,0.5789773,0.5626832,0.6282238,0.6538873,0.60594285
swa,0.609393,0.55239743,0.6017116,0.6599553,0.6058643
sna,0.5186471,0.5608339,0.6568596,0.66826177,0.6011506
tsn,0.5321711,0.56066424,0.6348895,0.6597257,0.5968626
ibo,0.5596355,0.55932623,0.6372054,0.6274083,0.59589386
xho,0.47119704,0.5991646,0.7128459,0.597935,0.59528565
ewe,0.57276016,0.58003056,0.55802274,0.64674413,0.58938944
zul,0.5049974,0.5870407,0.6368324,0.6232601,0.58803266
hau,0.4935876,0.5861664,0.6572821,0.61046904,0.5868763
nya,0.53455186,0.5462386,0.5910716,0.6658388,0.5844252
fon,0.5164458,0.5763866,0.58778036,0.63663477,0.57931185
bam,0.5314097,0.5701604,0.61104405,0.58867025,0.5753211
wol,0.4791076,0.586033,0.61731815,0.6107225,0.5732953
pcm,0.5818146,0.57492304,0.47940874,0.6306434,0.5666974
mos,0.5061226,0.5730064,0.5679854,0.61875755,0.566468
bbj,0.4721155,0.5723412,0.54909205,0.58531255,0.54471534
yor,0.46847254,0.5140927,0.5794226,0.5729626,0.5337376
