,LOC,ORG,PER,DATE,Mean
lug,0.9272823549484671,0.9058863198832985,0.973323359427049,0.9222929625387128,0.9321962491993819
kin,0.9339520203031999,0.9190600200121395,0.9031117360164045,0.9125994216614465,0.9171807994982976
nya,0.8747326019875785,0.9195957765973006,0.9222841873323957,0.8734576307534855,0.8975175491676901
sna,0.8534252288814056,0.8969420946078022,0.9069493495363984,0.9168100444214442,0.8935316793617626
luo,0.894051986657107,0.8923192818408378,0.9024040517486029,0.857846891118391,0.8866555528412347
twi,0.8573735786020292,0.8978735848849302,0.9129787128484678,0.8436659711328283,0.8779729618670638
swa,0.8698439869173661,0.8506123964946788,0.9316725663983157,0.8030905261709207,0.8638048689953203
ibo,0.8499186740976589,0.8216110299148435,0.8895230660297132,0.8849031818590385,0.8614889879753135
zul,0.7959829169072767,0.8963455048701412,0.8778982750534917,0.8620737910733436,0.8580751219760634
tsn,0.7598687080803911,0.890892969030065,0.892140454206468,0.8840178194195565,0.8567299876841201
xho,0.8070722781462482,0.8642637184624319,0.8310790050424095,0.9209553036718948,0.8558425763307461
hau,0.7736368027208925,0.8709663291337465,0.8879129810711346,0.8685572277801291,0.8502683351764757
bam,0.8342867352601826,0.8003133095336258,0.8779212733017616,0.8463476678466707,0.8397172464855601
wol,0.7870896127799583,0.8756853453466005,0.8611750972817576,0.8120225256701012,0.8339931452696043
ewe,0.8052262485050465,0.8646825024930699,0.8722362910584934,0.7602278015562473,0.8255932109032142
mos,0.7670464758614851,0.8516851387963105,0.8665254029126847,0.738343992775406,0.8059002525864716
pcm,0.8094938912144227,0.8137412150288967,0.8901421289516122,0.6723742353889051,0.7964378676459591
fon,0.7292409475354799,0.7812959980340494,0.8267508462218665,0.6760082474336103,0.7533240098062516
yor,0.6196716644241363,0.7755899557783126,0.7436617679568264,0.72611882428831,0.7162605531118964
bbj,0.6161608848075997,0.7083209939903488,0.8377824779014059,0.7021117250227116,0.7160940204305165
