,PER,ORG,DATE,LOC
bam,,0.890140175819397,,0.9502516984939575
bbj,0.8712728023529053,0.9363126158714294,,0.8916613459587097
ewe,0.873272716999054,0.9525021314620972,,
fon,0.8705097436904907,0.9503172039985657,,0.9421452283859253
hau,0.8742350935935974,0.9647245407104492,,0.9448382258415222
ibo,,0.9613269567489624,,0.9509851932525635
kin,0.882141649723053,0.9670107960700989,,0.9452499151229858
lug,0.8599192500114441,0.9689531326293945,,
luo,0.8879790306091309,0.9365377426147461,,
mos,0.8598812818527222,0.9514768719673157,,0.9302372336387634
nya,0.8977639079093933,0.9623662233352661,,0.9598428010940552
pcm,0.8810673356056213,0.8942517042160034,,0.9358005523681641
sna,0.8822253942489624,0.9581782221794128,,0.9430927038192749
swa,0.8882383704185486,0.9398449659347534,,0.9415908455848694
tsn,,0.960434079170227,,0.9552142024040222
twi,0.8821048140525818,0.9707982540130615,,0.9498775005340576
wol,0.8899677991867065,0.947109043598175,,0.9257200360298157
xho,0.8685895800590515,,,0.931763768196106
yor,,0.9407065510749817,,0.8791307806968689
zul,0.8923514485359192,,,0.930210292339325
