,PER,ORG,DATE,LOC
bam,,0.7235730886459351,,0.7701357007026672
bbj,,0.6952155232429504,,0.6327887177467346
ewe,0.559730052947998,0.7797924876213074,,
fon,0.5557376146316528,0.7558913826942444,,0.7175473570823669
hau,0.5813770890235901,0.8204926252365112,,0.7540426850318909
ibo,,0.8010196089744568,,0.7974531650543213
kin,0.6053295135498047,0.858301043510437,,0.7881506681442261
lug,0.5638590455055237,0.8600473403930664,,
luo,0.6144327521324158,0.7086634635925293,,
mos,0.5488064289093018,0.7684547305107117,,
nya,0.6562528014183044,0.8206536173820496,,0.8279018998146057
pcm,0.6011859178543091,,,0.7125232815742493
sna,0.604356050491333,0.8069730997085571,,0.7847568988800049
swa,0.614682674407959,0.7601603269577026,,0.7771820425987244
tsn,,0.837714433670044,,0.8165491223335266
twi,0.6169540882110596,0.8511092662811279,,0.7874900698661804
wol,0.6087723970413208,0.7815011739730835,,0.662139356136322
xho,0.5970196723937988,,,0.7279621958732605
yor,,0.698672354221344,,0.5887569785118103
zul,0.656271755695343,,,0.7067357897758484
