,PER,DATE,ORG,LOC,Mean
kin,0.8403457997199008,0.9511517070115062,0.9537306770854767,0.9426166415722294,0.9219612063472782
twi,0.855991553566654,0.9403141234607358,0.96371678253737,0.9275505400683729,0.9218932499082831
ibo,0.8490434059908278,0.9694584358546051,0.9427735976736213,0.912419385285013,0.9184237062010169
luo,0.8381107950623472,0.9415517069606598,0.9545887347259655,0.938483959841611,0.9181837991476458
swa,0.8337327571067651,0.9289226431299408,0.9600726934329623,0.9467615305086879,0.917372406044589
lug,0.8484843756933023,0.9372845714926655,0.9346724728890271,0.9444419654457573,0.9162208463801881
sna,0.8426571332248272,0.9749053494183862,0.955259108071551,0.8912124155844875,0.9160085015748131
nya,0.8218363556562662,0.9398766659938449,0.9632893584107522,0.9103679459755888,0.9088425815091131
zul,0.8453923355115267,0.9398691273863545,0.946275296590551,0.8969111004033946,0.9071119649729568
tsn,0.8364461588785478,0.9546416798955769,0.9497432757380911,0.8841660751658877,0.9062492974195259
xho,0.8508410621414465,0.9754342429688783,0.9344729478783641,0.848687885666953,0.9023590346639105
hau,0.8382972517084064,0.9565526371958376,0.9416755590985163,0.853524812911174,0.8975125652284837
wol,0.8510048645116185,0.938266014531422,0.9416764778776451,0.849278522161707,0.895056469770598
pcm,0.8501344202535092,0.8451404403344462,0.936695048404956,0.9185621074532513,0.8876330041115407
ewe,0.8411177925679082,0.8453899577512948,0.9435408890543364,0.9088237423150719,0.8847180954221529
mos,0.844511895245801,0.8788268446627034,0.9458100947296961,0.8686099074904405,0.8844396855321601
bam,0.8346946555316594,0.9205953693012883,0.8909921578659439,0.878839971569588,0.88128053856712
fon,0.8343556620287059,0.866547836080705,0.9226188788767842,0.837071932857095,0.8651485774608225
yor,0.7862717557284297,0.8858717015553315,0.9221818294186277,0.736108460521128,0.8326084368058793
bbj,0.8507779932322455,0.8417393443310432,0.854291882066208,0.7262029764396498,0.8182530490172866
