,DATE,ORG,LOC,PER
bam,,0.9561697840690613,,
bbj,,0.9594932198524475,,
ewe,,0.9620814323425293,,0.9251888990402222
fon,,,,0.9277554750442505
hau,,0.8853508234024048,,0.9343030452728271
ibo,,0.9629881978034973,0.9575997591018677,
kin,,0.9554489850997925,,
lug,,0.9714139699935913,,0.8954653739929199
luo,,0.9588198661804199,,0.9291952848434448
mos,,0.969500720500946,,0.9240623712539673
nya,,0.9698113799095154,,
pcm,,,0.9733321070671082,0.9263049364089966
sna,,,0.9592474699020386,0.8872311115264893
swa,,,,0.9238064289093018
tsn,,0.968326985836029,0.9663336873054504,
twi,,,,0.9416970610618591
wol,,0.9691464304924011,,
xho,,,0.9622588157653809,0.9060766696929932
yor,,0.9628301858901978,0.9259157776832581,
zul,,,0.9532280564308167,
