,DATE,ORG,LOC,PER
bam,,0.9629637598991394,,
bbj,,0.9710760116577148,0.9284509420394897,
ewe,,0.9739711880683899,,0.982715904712677
fon,,,,0.9788985252380371
hau,,0.9706668853759766,,0.9801720380783081
ibo,,0.9736443161964417,0.965609073638916,
kin,,0.9638139009475708,,
lug,,0.9790470600128174,,0.9691274762153625
luo,,0.9707652926445007,,0.9795804619789124
mos,,0.9762226343154907,,0.9772801995277405
nya,,0.9768728017807007,,
pcm,,,0.9795325994491577,0.9783356189727783
sna,,,0.9696804881095886,0.9788830280303955
swa,,,,0.9833173155784607
tsn,,0.9750924706459045,0.9738302826881409,
twi,,,,0.984994113445282
wol,,0.9763156771659851,,
xho,,,0.9677659273147583,0.9581480026245117
yor,,0.9720270037651062,0.9499254822731018,
zul,,,0.961164116859436,
