,DATE,ORG,LOC,PER
bam,0.970695972442627,0.9533568620681763,0.950774073600769,0.9686250686645508
bbj,0.9606755971908569,0.9709004163742065,0.9245582818984985,0.9776561260223389
ewe,0.9575417637825012,0.9769675135612488,0.9602827429771423,0.9682244658470154
fon,0.9632014632225037,0.9763956665992737,0.9441995024681091,0.9789796471595764
hau,0.9367620944976807,0.9638522863388062,0.9230353236198425,0.9681404829025269
ibo,0.9850336313247681,0.9760516285896301,0.9317352175712585,0.975785493850708
kin,0.9824025630950928,0.9825717210769653,0.9578319191932678,0.9746019244194031
lug,0.986920952796936,0.9611378908157349,0.9695901870727539,0.9561480283737183
luo,0.976418137550354,0.9729512333869934,0.9642770886421204,0.9737890362739563
mos,0.9508649110794067,0.9738831520080566,0.946507453918457,0.978882372379303
nya,0.9633713960647583,0.9761185050010681,0.9468629360198975,0.9813200235366821
pcm,0.919319212436676,0.9514147043228149,0.9590910077095032,0.9793978929519653
sna,0.9784612655639648,0.967556357383728,0.9464556574821472,0.9745858907699585
swa,0.9291791319847107,0.9421808123588562,0.9634218215942383,0.9773586392402649
tsn,0.9778515696525574,0.9729359745979309,0.956834077835083,0.9810929298400879
twi,0.9749997854232788,0.9825310707092285,0.9664082527160645,0.9804581999778748
wol,0.9805038571357727,0.9707327485084534,0.938033401966095,0.9786955118179321
xho,0.9736190438270569,0.9726755023002625,0.9393095374107361,0.9657246470451355
yor,0.9693977236747742,0.9627998471260071,0.9065494537353516,0.9675340056419373
zul,0.9778233170509338,0.9760410189628601,0.9550285935401917,0.9739686250686646
