,PER,DATE,LOC,ORG,Mean
sna,0.9874840259384209,0.9784359714896154,0.9850495262805085,0.9807067453331579,0.9829190672604257
kin,0.9891774817900152,0.9788445833107432,0.9799518302106112,0.9810193034342857,0.9822482996864138
nya,0.994009863684094,0.9679279836939122,0.9839469661717437,0.9799023483425391,0.9814467904730722
zul,0.9811699144320094,0.974544753385542,0.978100017745812,0.9808109340786817,0.9786564049105113
hau,0.9805505603206031,0.9721870557761004,0.9798633301565223,0.9818462147315421,0.9786117902461919
twi,0.986445282927028,0.9672125450493843,0.9807466520590393,0.9770845932095524,0.9778722683112511
xho,0.9706139998615224,0.9821692887080494,0.9805781407110484,0.97605697740753,0.9773546016720376
luo,0.9858482982967279,0.9662501635438686,0.9801568229961971,0.9709429272071762,0.9757995530109925
wol,0.9857220593943822,0.9634091021337842,0.9742852602839243,0.9769030304062221,0.9750798630545782
lug,0.9940298853687709,0.98576007779011,0.9739565619150914,0.9446701288612751,0.9746041634838118
tsn,0.9839724647425101,0.9753980164566186,0.9684148358801864,0.969671178057724,0.9743641237842599
swa,0.9909054801021304,0.9523969073739238,0.9767232197993576,0.9726286676798959,0.9731635687388269
mos,0.9790056556751174,0.9510548089732778,0.975691840978087,0.9660195171941622,0.9679429557051611
bam,0.9737674039093701,0.9679687818308803,0.9734600930393731,0.9532882176194376,0.9671211240997653
ibo,0.9849608738387962,0.9706748955990578,0.9818097396127251,0.9078469468286766,0.9613231139698138
yor,0.9685271475071291,0.9413288472051107,0.9581875472586648,0.9626038856000346,0.9576618568927349
ewe,0.9717195717045112,0.9498439390830183,0.9351061997502736,0.9559517484688639,0.9531553647516667
fon,0.9678022649729997,0.8961856426720417,0.9569489831340519,0.9469275186978756,0.9419661023692423
pcm,0.986375610632553,0.8596091276598912,0.941236336019598,0.9276960119653437,0.9287292715693465
bbj,0.9696773447504662,0.9238031382325784,0.8967080209824732,0.9241912463615853,0.9285949375817758
