,ORG,PER,DATE,LOC,Mean
twi,0.9842598013681864,0.8515062162398195,0.9738027110787998,0.9615988015117082,0.9427918825496284
sna,0.9790952341232866,0.8521433562456449,0.9865570165308075,0.9526593345179458,0.9426137353544212
luo,0.9762958761824402,0.8620250616107762,0.966184643208296,0.9636821813598013,0.9420469405903285
ibo,0.9703599919993672,0.8569869386349906,0.9856555525051485,0.9545160475480715,0.9418796326718945
kin,0.9781186029185693,0.8382104900713776,0.9750119636671369,0.9690632479533702,0.9401010761526135
ewe,0.9740320441153014,0.8657155321423053,0.9657804224657004,0.9470676015125821,0.9381489000589723
nya,0.9799981258096367,0.8496585479070454,0.9700045908484364,0.9518956161115008,0.9378892201691549
xho,0.9735821299658822,0.8558775386349744,0.980353294773582,0.941640247813031,0.9378633027968675
lug,0.9597702354643316,0.8538581303793754,0.9648694396618808,0.9674515198283712,0.9364873313334897
zul,0.9758579159060923,0.8526955006153233,0.9673043797915497,0.9458273625618934,0.9354212897187146
tsn,0.9763300231030521,0.851575270070631,0.9784125159246039,0.9288715165372858,0.9337973314088932
wol,0.9710273565060553,0.8438887049900983,0.9708461926101606,0.935173557232876,0.9302339528347976
mos,0.9735078961179222,0.8546569609651667,0.9616161799202492,0.9261238881418885,0.9289762312863067
yor,0.9739201224562087,0.8475943615578201,0.966414868745731,0.9165936229429394,0.926130743925675
swa,0.963850889389252,0.8498478351961394,0.9309254797989711,0.9544260116811497,0.924762554016378
bam,0.9568452881371191,0.8387693314360462,0.9647528534611164,0.9370022365246908,0.9243424273897431
bbj,0.9644077941519867,0.8613860370157062,0.9502764784979688,0.9178724323117032,0.9234856854943413
fon,0.96597874700493,0.8617748758967068,0.9363129554205739,0.9161305209284127,0.9200492748126559
pcm,0.9623475615490021,0.8536534207827219,0.9128607259428033,0.9484806815419948,0.9193355974541305
hau,0.9723111879379597,0.8485457021681463,0.9293689391068584,0.9122922692792594,0.9156295246230559
