,ORG,DATE,PER,LOC,Mean
luo,0.971779543069034,0.9804046733993261,0.9259347838032723,0.9723185151535033,0.962609378856284
kin,0.9661032479593428,0.9775428375881238,0.9506307730241419,0.9545758302858086,0.9622131722143543
zul,0.9689436916918633,0.9819419033243315,0.9478312601572211,0.9319399364696584,0.9576641979107686
hau,0.9749784870200687,0.9816492613325627,0.944181090281085,0.9260387580401163,0.9567118991684582
sna,0.9644260410391674,0.9895475355451434,0.9409708933795354,0.9209186484735793,0.9539657796093564
tsn,0.9627774540105284,0.9808151478431247,0.9399420605983375,0.9200138764267499,0.9508871347196851
bam,0.9405081611551936,0.9675143507727892,0.939006852093366,0.9456891057497412,0.9481796174427726
swa,0.9655596379194216,0.9554043120804356,0.9045599961952749,0.9616144853283513,0.9467846078808708
ibo,0.9288939964672737,0.9849604207200625,0.9267354410587652,0.9463708294873122,0.9467401719333534
xho,0.9620891396841447,0.9881394468140049,0.9546904166410244,0.8816015360263527,0.9466301347913817
ewe,0.9672963552727929,0.9203241177816772,0.9428886443008329,0.9544552716004117,0.9462410972389287
nya,0.951360849734167,0.9526178793751909,0.9234076208173575,0.9574008886783997,0.9461968096512787
lug,0.9080767517540858,0.9837104445046702,0.9446610007421214,0.9451314166333104,0.9453949034085469
wol,0.972801951691316,0.9629232158002632,0.9456098787056955,0.899330384693102,0.9451663577225942
twi,0.9484506648993517,0.9606315231320028,0.9448956360020658,0.9206118373319369,0.9436474153413393
mos,0.9705082840035877,0.9647200799229935,0.9155055009114612,0.9231568461405902,0.9434726777446582
fon,0.9650896449915757,0.9487785139874294,0.9336998588991418,0.9203378671615667,0.9419764712599283
bbj,0.9547499186175961,0.9049735886853315,0.941695181120293,0.8633645007931445,0.9161957973040913
yor,0.9639787552981054,0.9356308026046602,0.8768279003328391,0.8602729457209666,0.9091776009891428
pcm,0.9468187676696854,0.7672947930736157,0.9335186472426581,0.9475414184099396,0.8987934065989747
