,LOC,ORG,DATE,PER,Mean
twi,0.9216307997703552,0.9597328901290894,,0.899144172668457,0.9383306559526695
lug,,0.9426319599151611,,0.854722261428833,0.9332130636487689
ibo,0.9146443605422974,0.9513716697692871,,,0.9330080151557922
fon,0.9142014980316162,0.9512193202972412,,0.8604880571365356,0.9286223515024725
hau,0.9169654846191406,0.946671724319458,,0.871688961982727,0.9284150398002481
mos,0.9206100702285767,0.9372686743736267,,0.8479101657867432,0.9243528134417984
tsn,0.9200039505958557,0.9283962845802307,,,0.9242001175880432
zul,0.9075561165809631,0.9463074803352356,,0.8734251260757446,0.9239031188892868
nya,0.9164612293243408,0.9355147480964661,,0.8832845687866211,0.9235708139977366
sna,0.9260252118110657,0.9238985776901245,,0.8802178502082825,0.9224292129840491
bam,0.9366011619567871,0.9122164845466614,,0.8440931439399719,0.919862652724644
kin,0.9349269866943359,0.9097771048545837,,0.8738726377487183,0.9196079283390405
pcm,0.9470998048782349,0.8954236507415771,,0.8773617148399353,0.9187768214153793
ewe,0.9126549363136292,0.9248990416526794,,0.8676592707633972,0.9158835332348662
luo,,0.9094992876052856,,0.8846808671951294,0.9068401711327689
wol,0.9111442565917969,0.903671145439148,,0.8910117149353027,0.9064796263316892
xho,0.8936701416969299,0.9246048927307129,,0.8561967015266418,0.9061408672692641
swa,0.920418381690979,0.8902434706687927,,0.8786346912384033,0.9038198185416887
bbj,0.8487843871116638,0.9343747496604919,,0.879363477230072,0.8908880915281907
yor,0.7790374755859375,0.9258416295051575,,,0.8524395525455475
