Language,Cosine_Similarity
lug,0.9540202
kin,0.94792825
twi,0.9341993
luo,0.93047214
swa,0.9269506
bam,0.92379856
ewe,0.919375
ibo,0.9180049
nya,0.9169749
tsn,0.910053
pcm,0.89862716
hau,0.8864603
mos,0.88557893
zul,0.88103247
sna,0.87240624
xho,0.8706015
wol,0.864507
fon,0.842469
bbj,0.8305106
yor,0.76525986
