layer,best_config,tokens,ctx_window,score_mean_over_langs,bam,bbj,ewe,fon,hau,ibo,kin,lug,luo,mos,nya,pcm,sna,swa,tsn,twi,wol,xho,yor,zul
1,config_2_clsfalse_ctxtrue,500,3,0.858221560716629,0.91551411151886,0.7509767413139343,0.8440600633621216,0.8921794295310974,0.8743681311607361,0.8254378437995911,0.9490883350372314,0.8844236731529236,0.9042295217514038,0.7214276790618896,0.8715506196022034,0.8997916579246521,0.7927582263946533,0.926632821559906,0.8908761143684387,0.9740970134735109,0.8846384882926941,0.6575255990028381,0.8198506236076355,0.8850045204162598
2,config_2_clsfalse_ctxtrue,500,3,0.8360519886016846,0.8957954049110413,0.7302340269088745,0.7962610125541687,0.853328287601471,0.8377929925918579,0.7889661192893982,0.9333125352859496,0.8545795679092407,0.920432448387146,0.6879801154136658,0.8884190917015076,0.8587905168533325,0.7740707397460938,0.8819426894187927,0.8559861183166504,0.9668564200401306,0.8626344203948975,0.6580036282539368,0.807961106300354,0.8676925301551819
3,config_2_clsfalse_ctxtrue,200,3,0.8611839950084687,0.8581780791282654,0.7471597194671631,0.8360183238983154,0.862997829914093,0.913382649421692,0.8287758231163025,0.9741173386573792,0.9487565755844116,0.9632302522659302,0.7415778040885925,0.847140908241272,0.7893015146255493,0.8555877208709717,0.9453461170196532,0.8375153541564941,0.9751060009002686,0.9204617738723756,0.7459560036659241,0.7497935891151428,0.8832765221595764
4,config_2_clsfalse_ctxtrue,200,3,0.8699964970350266,0.8107582926750183,0.7759168148040771,0.9093124866485596,0.8929722905158997,0.92328941822052,0.8367722630500793,0.9429218769073486,0.962016463279724,0.8356050848960876,0.7988302707672119,0.8655250668525696,0.8405067324638367,0.8762717843055725,0.9468136429786682,0.9143145084381104,0.9650176763534546,0.9353107213974,0.7819586396217346,0.7121162414550781,0.8736996650695801
5,config_3_clstrue_ctxtrue,500,2,0.9252777844667435,0.9191617369651794,0.9588695764541626,0.9877115488052368,0.9273220300674438,0.9790070652961732,0.8886303305625916,0.9318596124649048,0.9425897598266602,0.8894599080085754,0.9460256695747375,0.948231041431427,0.913119375705719,0.936341404914856,0.9400514364242554,0.846247136592865,0.8789858222007751,0.8975338935852051,0.9427461624145508,0.92764812707901,0.9040140509605408
6,config_2_clsfalse_ctxtrue,500,3,0.8872847080230712,0.9128117561340332,0.8113551735877991,0.951407790184021,0.8563682436943054,0.9193969368934632,0.884904146194458,0.9128023982048036,0.8725335597991943,0.916425883769989,0.843706488609314,0.9101117849349976,0.8944544792175293,0.8649933338165283,0.8904061913490295,0.8939071893692017,0.9310200214385986,0.9466472268104552,0.793107271194458,0.8613015413284302,0.8780327439308167
7,config_2_clsfalse_ctxtrue,500,3,0.8870645701885224,0.8762246370315552,0.8048556447029114,0.944774091243744,0.8474602103233337,0.9238443374633788,0.8784705400466919,0.8968905806541443,0.8805215954780579,0.9214695692062378,0.8501942157745361,0.92377108335495,0.9050025939941406,0.86610347032547,0.8993407487869263,0.897541880607605,0.920176923274994,0.9591937065124512,0.8020681738853455,0.8570402264595032,0.8863471746444702
8,config_2_clsfalse_ctxtrue,500,3,0.885454797744751,0.7809820175170898,0.8217841386795044,0.9414379596710204,0.8416275978088379,0.9342784285545348,0.8514748215675354,0.8997102379798889,0.887803852558136,0.9130771160125732,0.8767806887626648,0.9246413707733154,0.9114488363265992,0.8701802492141724,0.9110733270645142,0.880195140838623,0.9104480743408204,0.9646635055541992,0.8263347148895264,0.8752568364143372,0.8858970403671265
9,config_2_clsfalse_ctxtrue,500,3,0.8964121878147125,0.7605376839637756,0.8365780115127563,0.9601632952690125,0.8499429225921631,0.9485179781913756,0.8400763273239136,0.9229192733764648,0.912616729736328,0.9152920842170716,0.894680380821228,0.9037274718284608,0.9231977462768556,0.8898577690124512,0.9403343200683594,0.9100256562232972,0.91522216796875,0.9793881177902222,0.8491758704185486,0.8819501399993896,0.8940398097038269
10,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,
