,LOC,DATE,PER,ORG,Mean
lug,0.62277114,0.5656831,0.38792217,0.62067246,0.5492622
kin,0.5941832,0.56344026,0.38629663,0.5750696,0.5297474
xho,0.56343675,0.5865158,0.3597694,0.56536996,0.51877296
nya,0.55538285,0.55345035,0.40078914,0.5600327,0.51741374
sna,0.5559019,0.57018304,0.37886196,0.5539851,0.514733
zul,0.56710446,0.5335525,0.38825557,0.5485008,0.50935334
luo,0.54427296,0.5328833,0.37592626,0.54195195,0.4987586
tsn,0.5173741,0.5237386,0.3720241,0.5355751,0.48717797
hau,0.5202751,0.5404648,0.36799592,0.50171816,0.48261353
wol,0.5187776,0.5059831,0.36892286,0.5239197,0.4794008
ibo,0.52892905,0.50292885,0.34847066,0.50338584,0.4709286
bam,0.4937595,0.5197606,0.34283063,0.4787425,0.45877331
twi,0.49212214,0.4632276,0.33639935,0.49949193,0.44781026
swa,0.46521288,0.4816432,0.36143425,0.4657177,0.443502
mos,0.4692309,0.4726563,0.33556885,0.4906809,0.44203424
ewe,0.46091974,0.46231383,0.31735408,0.476624,0.42930293
pcm,0.45407224,0.4279631,0.3176061,0.45556128,0.4138007
fon,0.4425432,0.3977633,0.29947266,0.44341055,0.39579743
yor,0.42150778,0.42488343,0.28930676,0.40865278,0.3860877
bbj,0.39624685,0.39967072,0.306652,0.3870261,0.3723989
