,ORG,DATE,LOC,PER,Mean
twi,0.9903977513313293,0.9752864837646484,0.9753159284591675,0.9807143211364746,0.980428621172905
kin,0.9889399409294128,0.9812150001525879,0.9714655876159668,0.9751438498497009,0.9791910946369171
luo,0.9790591597557068,0.982347846031189,0.9713262319564819,0.97288978099823,0.9764057546854019
tsn,0.975734531879425,0.9776592254638672,0.9602898955345154,0.9782566428184509,0.9729850739240646
zul,0.9872881174087524,0.9766897559165955,0.9523638486862183,0.9717704057693481,0.9720280319452286
lug,0.9706355929374695,0.9618220925331116,0.9757079482078552,0.9786007404327393,0.9716915935277939
ibo,0.9806308150291443,0.9864793419837952,0.9363167881965637,0.9803981781005859,0.9709562808275223
sna,0.9781370759010315,0.9810770750045776,0.9439447522163391,0.9800840616226196,0.970810741186142
nya,0.9878789782524109,0.9656467437744141,0.9379704594612122,0.98526531457901,0.9691903740167618
ewe,0.9832408428192139,0.9584786891937256,0.9615678787231445,0.9707916975021362,0.968519777059555
xho,0.9739910960197449,0.9813313484191895,0.9390864372253418,0.9715847969055176,0.9664984196424484
wol,0.9791078567504883,0.9784544110298157,0.9253746271133423,0.9824312925338745,0.9663420468568802
bam,0.96634441614151,0.9664342403411865,0.9452589750289917,0.9774918556213379,0.9638823717832565
mos,0.9841047525405884,0.9474264979362488,0.9416807293891907,0.9809566140174866,0.9635421484708786
yor,0.985287606716156,0.9684031009674072,0.9168609380722046,0.9736140370368958,0.9610414206981659
fon,0.9843316078186035,0.9573310613632202,0.9238654971122742,0.9763902425765991,0.9604796022176743
swa,0.9676560759544373,0.9169049263000488,0.9802309274673462,0.9724580645561218,0.9593124985694885
hau,0.9757882952690125,0.9366612434387207,0.9422163963317871,0.9755522608757019,0.9575545489788055
bbj,0.9781777858734131,0.9559303522109985,0.9125154614448547,0.9735356569290161,0.9550398141145706
pcm,0.9516310691833496,0.9010712504386902,0.9714993834495544,0.9777960777282715,0.9504994451999664
