,PER,ORG,LOC,DATE,Mean
hau,0.9690162539482117,0.9632862210273743,,,0.966151237487793
lug,0.9527032375335693,0.9636971950531006,,,0.958200216293335
twi,0.9707620739936829,0.9708728790283203,0.9111464619636536,,0.9509271383285522
mos,0.9389297962188721,0.9543043375015259,,,0.946617066860199
luo,0.9520659446716309,0.931632936000824,,,0.9418494403362274
ewe,0.9491605758666992,0.9326430559158325,,,0.9409018158912659
ibo,,0.9541382193565369,0.916307270526886,,0.9352227449417114
sna,0.9645616412162781,,0.9051827788352966,,0.9348722100257874
fon,0.9451903104782104,0.9487900733947754,0.908859133720398,,0.9342798391977946
pcm,0.950786292552948,,0.9079465866088867,,0.9293664395809174
tsn,,0.951871931552887,0.9027676582336426,,0.9273197948932648
nya,,0.9444468021392822,0.9050467014312744,,0.9247467517852783
swa,0.9491381645202637,,0.898329496383667,,0.9237338304519653
bam,,0.9175612330436707,0.9198570251464844,,0.9187091290950775
wol,,0.9401585459709167,0.8952500820159912,,0.917704313993454
xho,0.9153839349746704,,0.8856909871101379,,0.9005374610424042
zul,,,0.8955080509185791,,0.8955080509185791
bbj,,0.9401875734329224,0.8499500155448914,,0.8950687944889069
yor,,0.9366095066070557,0.815362274646759,,0.8759858906269073
kin,,0.928031325340271,0.7892957925796509,,0.8586635589599609
