,ORG,LOC,PER,DATE,Mean
lug,0.9442171454429626,,0.9313545227050781,,0.9377858340740204
twi,0.9471579790115356,0.9049188494682312,0.9573946595191956,,0.9364904959996542
hau,0.9367699027061462,0.8532494902610779,0.9521784782409668,,0.914065957069397
kin,0.8916131258010864,0.8875269889831543,0.9595726728439331,,0.9129042625427246
sna,0.9337009787559509,0.8547489047050476,0.9501107931137085,,0.9128535588582357
mos,0.9209424257278442,0.8847562074661255,0.9270853996276855,,0.9109280109405518
wol,0.9125283360481262,0.8665093779563904,0.9390667676925659,,0.9060348272323608
nya,0.9050681591033936,0.8500120043754578,0.9484866857528687,,0.9011889497439066
ibo,0.933961033821106,0.8683457970619202,,,0.9011534154415131
fon,0.9185881614685059,0.8624763488769531,0.9174152612686157,,0.8994932572046915
zul,0.9256517887115479,0.8471889495849609,0.9047566056251526,,0.8925324479738871
ewe,0.8928237557411194,0.8712509870529175,0.9126270413398743,,0.8922339280446371
luo,0.8653889894485474,,0.9176884889602661,,0.8915387392044067
pcm,0.8839637637138367,0.8527514338493347,0.9378089904785156,,0.8915080626805624
tsn,0.928331196308136,0.8501595258712769,,,0.8892453610897064
bam,0.8945994973182678,0.8769311308860779,0.8942838311195374,,0.8886048197746277
swa,0.8584312796592712,0.8605797290802002,0.9060828685760498,,0.8750312924385071
xho,0.8963631391525269,0.8278524279594421,0.8840580582618713,,0.8694245417912801
bbj,0.8989442586898804,0.7764545679092407,0.9254388213157654,,0.8669458826382955
yor,0.9035959839820862,0.7257239818572998,,,0.814659982919693
