,LOC,DATE,ORG,PER,Mean
lug,,,0.9956121444702148,0.9880452752113342,0.9918287098407745
wol,,,0.9911084175109863,,0.9911084175109863
twi,,,,0.9890785217285156,0.9890785217285156
ibo,0.9880839586257935,,0.9895376563072205,,0.988810807466507
tsn,0.986730694770813,,0.9904664754867554,,0.9885985851287842
mos,,,0.9871498942375183,0.9898485541343689,0.9884992241859436
hau,,,0.9872386455535889,0.9889300465583801,0.9880843460559845
pcm,0.9862353205680847,,,0.9896187782287598,0.9879270493984222
ewe,,,0.986994206905365,0.9879575371742249,0.9874758720397949
zul,0.9870340824127197,,,,0.9870340824127197
yor,0.9845976233482361,,0.9872820377349854,,0.9859398305416107
kin,,,0.9850757718086243,,0.9850757718086243
luo,,,0.9873116612434387,0.9806988835334778,0.9840052723884583
sna,0.9848302006721497,,,0.981854259967804,0.9833422303199768
xho,0.986009955406189,,,0.9803599119186401,0.9831849336624146
bbj,0.9776186347007751,,0.9872467517852783,,0.9824326932430267
nya,,,0.9813711047172546,,0.9813711047172546
fon,,,,0.9799813628196716,0.9799813628196716
swa,,,,0.9747682213783264,0.9747682213783264
bam,,,0.9655187726020813,,0.9655187726020813
