,PER,LOC,ORG,DATE
bam,0.9862781763076782,0.9662259817123413,0.9662907719612122,0.9786198139190674
bbj,0.9880940914154053,0.9445428848266602,0.9857214689254761,0.9728595614433289
ewe,0.9851198792457581,0.9706595540046692,0.9853217005729675,0.9527783989906311
fon,0.9827566742897034,0.9611080288887024,0.9845144748687744,0.9642271995544434
hau,0.9801472425460815,0.9391732811927795,0.9748633503913879,0.953802764415741
ibo,0.9922932386398315,0.9468199610710144,0.9827703833580017,0.9899792671203613
kin,0.9837988018989563,0.9762715101242065,0.9736761450767517,0.983893871307373
lug,0.9791494607925415,0.9818501472473145,0.9648668169975281,0.9893119931221008
luo,0.9823993444442749,0.9786161184310913,0.9667127728462219,0.9813546538352966
mos,0.9847337007522583,0.9611834287643433,0.9848998188972473,0.973490297794342
nya,0.9909406900405884,0.9594222903251648,0.9858865141868591,0.9673075079917908
pcm,0.9838019609451294,0.9752054214477539,0.9589143395423889,0.9318680167198181
sna,0.9749831557273865,0.9645400643348694,0.9683316946029663,0.9794476628303528
swa,0.9878759980201721,0.9844081401824951,0.9563527703285217,0.944802463054657
tsn,0.9830121994018555,0.9749887585639954,0.9799291491508484,0.9857209324836731
twi,0.9860924482345581,0.9792497754096985,0.9873754978179932,0.9808022379875183
wol,0.9884223937988281,0.9459319710731506,0.980715811252594,0.9869158864021301
xho,0.9754737615585327,0.9565901756286621,0.9785622954368591,0.9761723875999451
yor,0.9819996953010559,0.9300124049186707,0.975870668888092,0.9770435690879822
zul,0.9849732518196106,0.9673121571540833,0.9825324416160583,0.9828183054924011
