,PER,ORG,DATE,LOC,Mean
lug,0.9962305540565377,0.9926542513563555,0.9878867950455341,0.9928575394816462,0.9924072849850184
kin,0.992971765588988,0.9917321568872525,0.9876761640102198,0.9944359874247675,0.9917040184778069
nya,0.9946255515672815,0.9944432090639675,0.9838593681897784,0.9915668709439709,0.9911237499412496
sna,0.9894117087435169,0.9923711772186974,0.9898217447351595,0.990154254249406,0.9904397212366949
twi,0.9864957633974537,0.9911501075963901,0.9834812096150077,0.9838156045517892,0.9862356712901601
ibo,0.9906252505256201,0.9777997709051254,0.9896158398406621,0.9855375599268646,0.9858946052995681
luo,0.986082274125038,0.9873110299672725,0.9813982005468648,0.9880804081738402,0.9857179782032539
xho,0.9764363663805571,0.9898010621878968,0.991248916971411,0.9851668208927254,0.9856632916081476
tsn,0.9859130508319982,0.9890738523485207,0.9851855397294017,0.9794451682928226,0.9849044028006858
hau,0.9908960701455699,0.9837816280947691,0.9846555474300237,0.9802761816833754,0.9849023568384345
wol,0.9861128348783131,0.9833799479421497,0.9831604180917827,0.9799427512452273,0.9831489880393682
zul,0.987839411647922,0.9908943778007964,0.9776675364281814,0.972002554284651,0.9821009700403877
mos,0.9858463354881555,0.9872075200277663,0.9722185294386073,0.9781880462142831,0.980865107792203
bam,0.9835242809172411,0.974533691393129,0.9803820015932094,0.9757326432874395,0.9785431542977548
ewe,0.983509648234446,0.9813564628511359,0.9724684267918959,0.9737193197232636,0.9777634644001854
swa,0.9839983957603681,0.9727769766684374,0.9568335376079209,0.9739435031583806,0.9718881032987767
yor,0.971389191768196,0.9792614896392612,0.9590712200515762,0.9609772458357172,0.9676747868236877
fon,0.9722020562949215,0.9672213200981521,0.9600804569298566,0.9696881411249971,0.9672979936119819
bbj,0.9803589149970173,0.9663573096465491,0.9685110703666363,0.9531710728382645,0.9670995919621168
pcm,0.9773144193152463,0.9724542958490496,0.939072544800611,0.9645868547633877,0.9633570286820736
