,DATE,LOC,PER,ORG,Mean
lug,0.9844725863990782,0.9854331587526423,0.995077969924167,0.9858372376668886,0.987705238185694
luo,0.979674834458403,0.9790508169234368,0.9876862276619497,0.9907807867046869,0.9842981664371191
twi,0.9747895499005276,0.9804950286703924,0.9886577946328077,0.9917696838013844,0.983928014251278
kin,0.9833261768457567,0.974979567893912,0.9853310716631444,0.9881315124840174,0.9829420822217076
swa,0.9672092442124768,0.9879176986252404,0.9837828807431895,0.9869675339491819,0.9814693393825222
nya,0.9705386647013721,0.9616381255713372,0.9917104421311145,0.9912309042742851,0.9787795341695272
tsn,0.9813163801330683,0.9506611527680253,0.9879896516218991,0.9859340544476237,0.9764753097426542
ibo,0.9892564088830397,0.9393899531076306,0.9897712780618361,0.9868971138875806,0.9763286884850217
zul,0.9833411132680745,0.9541214164914439,0.9784913575799311,0.985293937374843,0.9753119561785731
sna,0.9888474846631424,0.9369367087798788,0.9918794036852677,0.9821999175814177,0.9749658786774267
hau,0.9846526333654612,0.9331901995514009,0.9906519404518463,0.9873575383260526,0.9739630779236902
wol,0.9709970161626619,0.9319705413484564,0.9884944791641144,0.9825313065432367,0.9684983358046173
ewe,0.9202830615343007,0.9766899733492226,0.9890878051882712,0.986360198932949,0.9681052597511859
xho,0.9877564668372363,0.9224402952881986,0.9811903353499151,0.9804621487700956,0.9679623115613614
mos,0.9646448042014008,0.9275144750211233,0.9883899293840424,0.9855471310271949,0.9665240849084403
bam,0.9722648163987178,0.9523584605255175,0.9869707621679358,0.9505392759482509,0.9655333287601056
fon,0.9606854530880047,0.9228966272820007,0.988321904951069,0.981972936148098,0.963469230367293
pcm,0.8851560589378681,0.9776495931819341,0.9926748536397064,0.9775286778201251,0.9582522958949085
yor,0.9550158711873894,0.9091292489628606,0.9718548325155885,0.9825289994628169,0.9546322380321638
bbj,0.9112347009908041,0.9014427391001035,0.9894024288395235,0.9756316905760846,0.944427889876629
