,ORG,LOC,DATE,PER
bam,0.9602203369140625,0.9727914333343506,,
bbj,0.9700061678886414,0.9410701990127563,,
ewe,0.962323784828186,,,0.9494799375534058
fon,0.9756912589073181,0.955890953540802,,0.9338810443878174
hau,0.9700902700424194,,,0.9553736448287964
ibo,0.9714032411575317,0.9687645435333252,,
kin,0.9620375037193298,0.9261075258255005,,
lug,0.9782869815826416,,,0.9358574151992798
luo,0.9689846634864807,,,0.9629101753234863
mos,0.9738965034484863,,,0.9245442748069763
nya,0.9682982563972473,0.9525124430656433,,
pcm,,0.9770641326904297,,0.9455211162567139
sna,,0.9697309732437134,,0.9561184048652649
swa,,0.9739354848861694,,0.9512605667114258
tsn,0.9698981046676636,0.9540759325027466,,
twi,0.982852041721344,0.9523169994354248,,0.9609708189964294
wol,0.9585919380187988,0.9564428925514221,,
xho,,0.9518066644668579,,0.9473330974578857
yor,0.9701522588729858,0.9073531627655029,,
zul,,0.9498881697654724,,
