,ORG,LOC,PER,DATE
bam,0.9447066783905029,0.9442601799964905,,
bbj,0.9649020433425903,0.8738751411437988,,
ewe,0.9541928172111511,,0.9740831255912781,
fon,0.972480833530426,0.9154764413833618,0.9635679125785828,
hau,0.9712311029434204,,0.9821585416793823,
ibo,0.9725644588470459,0.9138054847717285,,
kin,0.9573050737380981,0.8652727007865906,,
lug,0.9689420461654663,,0.967052698135376,
luo,0.9586764574050903,,0.9771285653114319,
mos,0.9736531376838684,,0.9570662379264832,
nya,0.9674876928329468,0.910528302192688,,
pcm,,0.9616645574569702,0.9797455072402954,
sna,,0.9051863551139832,0.9770634770393372,
swa,,0.9464530348777771,0.9800190329551697,
tsn,0.9695709943771362,0.9073029160499573,,
twi,0.9814140200614929,0.9527760744094849,0.9871892333030701,
wol,0.9539090991020203,0.9029882550239563,,
xho,,0.8856766819953918,0.939335286617279,
yor,0.966195821762085,0.800542414188385,,
zul,,0.8969108462333679,,
