,LOC,DATE,ORG,PER,Mean
twi,0.9866976510230779,0.9794322664263726,0.9962238611480416,0.9956477767017483,0.9895003888248102
kin,0.9842815925434957,0.9862193632348208,0.9936400684056456,0.9934888353842302,0.9894074648920481
lug,0.9895461760458124,0.9784759915096913,0.9910277342612922,0.9981325929365208,0.9892956236883291
luo,0.9778883851200457,0.9850290413720038,0.9948730701670487,0.9955233744586288,0.9883284677794317
swa,0.9908609301804046,0.9754357354623664,0.9932844251312021,0.9936945869160954,0.9883189194225172
sna,0.9688098084671878,0.9915877229736231,0.9921802368954437,0.9964768481589197,0.9872636541237936
ibo,0.9624138959691233,0.9904775609613489,0.9929887046087517,0.9939931518136675,0.9849683283382229
nya,0.9676699416580309,0.981208078387167,0.9960155024507213,0.9931476600803371,0.984510295644064
tsn,0.9562205924294992,0.9822403348978195,0.993919855557108,0.9943681006053735,0.9816872208724501
zul,0.9617336250883144,0.9814975274419422,0.9899486671485465,0.9883995798595777,0.9803948498845951
ewe,0.9829657451703081,0.9507979845929478,0.9920684976727974,0.995482135443604,0.9803285907199143
xho,0.9467787719318221,0.9913787045373339,0.98841317151975,0.9907589464996377,0.979332398622136
bam,0.9602293086228322,0.9784174782669427,0.9830821382787459,0.9927804739271545,0.9786273497739189
wol,0.9498656791968919,0.9800881753324489,0.9910647817046656,0.9926722618796596,0.9784227245284165
hau,0.9386722184139611,0.9883564896126097,0.988496022672501,0.9949094970964424,0.9776085569488785
pcm,0.9840547504792626,0.934556332720595,0.9904417934917821,0.9967832605571174,0.9764590343121893
mos,0.9380311418721851,0.9746121767718015,0.992990441508063,0.9939382429227428,0.9748930007686981
fon,0.9315199353620642,0.9774121376723287,0.9882381420123442,0.9943861521196142,0.9728890917915878
bbj,0.9225953256473147,0.9624723905759528,0.9808451359312695,0.99440919299866,0.9650805112882992
yor,0.9144100673857379,0.9721544354330754,0.9920854092905846,0.9795367581744968,0.9645466675709737
