,PER,DATE,ORG,LOC
bam,0.9399151802062988,,0.8384186625480652,0.9104161262512207
bbj,0.9284986853599548,,0.9025460481643677,0.8060053586959839
ewe,0.9126270413398743,,0.9414772987365723,0.9013521671295166
fon,0.9218047261238098,,0.919223964214325,0.8946231007575989
hau,0.9521784782409668,,0.948508083820343,0.8857510089874268
ibo,0.9481457471847534,,0.9456004500389099,0.8985713720321655
kin,0.9595726728439331,,0.952531099319458,0.9354529976844788
lug,0.9313545227050781,,0.9607073664665222,0.9340475797653198
luo,0.9322226643562317,,0.8816288113594055,0.9402158260345459
mos,0.9330893754959106,,0.9290380477905273,0.9080015420913696
nya,0.9484866857528687,,0.9448127746582031,0.8830942511558533
pcm,0.9378089904785156,,0.9079515337944031,0.8849191665649414
sna,0.9501107931137085,,0.9442828297615051,0.8784406781196594
swa,0.8934208154678345,,0.8872382640838623,0.8939741253852844
tsn,0.9387682676315308,,0.9448655843734741,0.9074380397796631
twi,0.9573946595191956,,0.9555808901786804,0.9369308352470398
wol,0.9390667676925659,,0.940397322177887,0.8941998481750488
xho,0.8840580582618713,,0.9378909468650818,0.8572714328765869
yor,0.8744907975196838,,0.9190809726715088,0.7541882395744324
zul,0.9047566056251526,,0.9547522664070129,0.8940560817718506
