,ORG,PER,DATE,LOC
bam,0.6863363981246948,,,0.7344854474067688
bbj,0.6931899785995483,,,0.5225130319595337
ewe,0.7702951431274414,0.7847310900688171,,
fon,0.7330455183982849,0.7455101609230042,,0.6688989400863647
hau,0.8231639862060547,0.8601502180099487,,0.6968266367912292
ibo,0.7950237393379211,,,0.7260446548461914
kin,0.8496532440185547,0.8592991828918457,,0.7505465745925903
lug,0.8453798294067383,0.8408375978469849,,
luo,0.7000516057014465,0.7988302707672119,,
mos,0.7626211643218994,0.7972494959831238,,
nya,0.8190067410469055,0.8658061027526855,,0.7210310101509094
pcm,,0.8250572085380554,,0.6597266793251038
sna,0.8078673481941223,0.8524817228317261,,0.7262367010116577
swa,0.7381337285041809,0.8027312755584717,,0.7545095086097717
tsn,0.8360693454742432,,,0.7055704593658447
twi,0.8430983424186707,0.8683624863624573,,0.7432287335395813
wol,0.7584654092788696,0.8248071670532227,,0.6223832964897156
xho,,0.7202069759368896,,0.6714142560958862
yor,0.6755584478378296,,,0.49862343072891235
zul,,0.8167486190795898,,0.6549326777458191
