,PER,DATE,ORG,LOC
bam,0.7906650304794312,0.7527751922607422,0.6593611240386963,0.7102744579315186
bbj,0.8173362612724304,0.6332147717475891,0.7421544194221497,0.45833471417427063
ewe,0.8432645797729492,0.5057889223098755,0.8282018899917603,0.7580049633979797
fon,0.8296586871147156,0.7013464570045471,0.8017209768295288,0.6051841378211975
hau,0.8528827428817749,0.8417661786079407,0.8486620783805847,0.6031814813613892
ibo,0.8372069001197815,0.8895716071128845,0.858013391494751,0.697143018245697
kin,0.8190580606460571,0.8735851645469666,0.8813470005989075,0.8469796180725098
lug,0.9671033620834351,0.8176161646842957,0.8273178935050964,0.8748949766159058
luo,0.8061169981956482,0.8205956220626831,0.8314489722251892,0.8321411609649658
mos,0.8401749134063721,0.6143329739570618,0.7780635952949524,0.6546452045440674
nya,0.8725835680961609,0.8289170265197754,0.9062836170196533,0.7921716570854187
pcm,0.8653866052627563,0.45404052734375,0.7287924289703369,0.8062151074409485
sna,0.8633944988250732,0.8952049016952515,0.8288681507110596,0.6293486952781677
swa,0.8070322871208191,0.7449162006378174,0.7948334813117981,0.8800857663154602
tsn,0.8295373320579529,0.8553777933120728,0.8468788266181946,0.7477725744247437
twi,0.8749698400497437,0.7568274140357971,0.8781349658966064,0.8274170160293579
wol,0.8372592926025391,0.8282457590103149,0.8127195835113525,0.6450328826904297
xho,0.816290557384491,0.8908676505088806,0.8144115805625916,0.5774344801902771
yor,0.6589213609695435,0.691217839717865,0.7456045746803284,0.4716865122318268
zul,0.7465358376502991,0.8479860424995422,0.8544474244117737,0.7333270311355591
