layer,model,rank_type,language,pearson
2,mbert,top5,lug,0.9083613289373784
2,mbert,top5,kin,0.8894933847528053
2,mbert,top5,twi,0.8819931973503257
2,mbert,top5,ibo,0.8806936643648757
2,mbert,top5,luo,0.8757089506296372
2,mbert,worst5,bbj,0.6820950732295332
2,mbert,worst5,yor,0.7085515872849286
2,mbert,worst5,pcm,0.7724844876235044
2,mbert,worst5,fon,0.777856163817847
2,mbert,worst5,mos,0.7892907835034411
3,mbert,top5,lug,0.9437536396648759
3,mbert,top5,kin,0.9358062649100525
3,mbert,top5,ibo,0.9263554360600073
3,mbert,top5,twi,0.9260936825166031
3,mbert,top5,sna,0.9239919756340664
3,mbert,worst5,bbj,0.7963745714438496
3,mbert,worst5,yor,0.8190413792947742
3,mbert,worst5,pcm,0.855705579625655
3,mbert,worst5,fon,0.8605279782075648
3,mbert,worst5,ewe,0.8737227198400381
10,mbert,top5,lug,0.9819373623073572
10,mbert,top5,kin,0.9790001986231011
10,mbert,top5,luo,0.9756198535882608
10,mbert,top5,twi,0.9743821974886349
10,mbert,top5,ibo,0.974183995652583
10,mbert,worst5,bbj,0.9287875116046639
10,mbert,worst5,yor,0.9323138633268699
10,mbert,worst5,fon,0.9440275884388822
10,mbert,worst5,pcm,0.9516077227993486
10,mbert,worst5,ewe,0.9550732508085112
12,mbert,top5,lug,0.9396178928326139
12,mbert,top5,kin,0.913920091448658
12,mbert,top5,nya,0.8983255325388863
12,mbert,top5,sna,0.8908235671474829
12,mbert,top5,luo,0.8885436017233057
12,mbert,worst5,yor,0.6957871298510652
12,mbert,worst5,bbj,0.7093407913280244
12,mbert,worst5,fon,0.7456426341789151
12,mbert,worst5,pcm,0.7916973422137983
12,mbert,worst5,mos,0.7955376386053544
