,DATE,LOC,ORG,PER,Mean
twi,0.9527223110198975,0.9786303043365479,0.983780562877655,0.9851623177528381,0.9750738739967346
kin,0.9583297371864319,0.9775998592376709,0.9818161725997925,0.9730960130691528,0.972710445523262
luo,0.9673894047737122,0.974144458770752,0.9742447137832642,0.9721959829330444,0.9719936400651932
ibo,0.9803332090377808,0.9279733896255493,0.9757509827613831,0.98287034034729,0.9667319804430008
tsn,0.966830313205719,0.9572427868843079,0.9568244814872742,0.9755421876907349,0.964109942317009
lug,0.9324213266372681,0.9771928191184998,0.9746705293655396,0.961699366569519,0.9614960104227066
nya,0.9532323479652405,0.9181244969367981,0.9761999845504761,0.9869195818901062,0.9586191028356552
hau,0.9699294567108154,0.9147533178329468,0.9737083911895752,0.9737353324890137,0.9580316245555878
swa,0.9235603213310242,0.9866861701011658,0.9532914757728577,0.9675659537315369,0.9577759802341461
wol,0.9563031792640686,0.9167238473892212,0.9627715945243835,0.9786862730979919,0.9536212235689163
zul,0.9726062417030334,0.9300310015678406,0.9685045480728149,0.9431539177894592,0.953573927283287
sna,0.9766990542411804,0.8972988128662109,0.9555415511131287,0.980238676071167,0.9524445235729218
bam,0.9448579549789429,0.9437371492385864,0.9351081252098083,0.9821377992630005,0.9514602571725845
xho,0.9747470021247864,0.8827435374259949,0.9558114409446716,0.959203839302063,0.943126454949379
fon,0.9346794486045837,0.8985378742218018,0.9713646173477173,0.957782506942749,0.940591111779213
mos,0.8878902792930603,0.9130874872207642,0.9720631837844849,0.9643511772155762,0.9343480318784714
pcm,0.8244515061378479,0.9753257036209106,0.9450069665908813,0.9836143255233765,0.9320996254682541
bbj,0.9202849864959717,0.8669922351837158,0.9588430523872375,0.9749694466590881,0.9302724301815033
ewe,0.8191450238227844,0.9614576697349548,0.9722210168838501,0.9664551019668579,0.9298197031021118
yor,0.9156288504600525,0.8407770991325378,0.9565162062644958,0.9201616644859314,0.9082709550857544
