layer,model,rank_type,language,pearson
2,mbert,top5,luo,0.8806297092386748
2,mbert,top5,twi,0.8779136378181052
2,mbert,top5,nya,0.8715439645871543
2,mbert,top5,lug,0.8684438433904645
2,mbert,top5,kin,0.8634586511319262
2,mbert,worst5,bbj,0.731061397485278
2,mbert,worst5,yor,0.7610023586445523
2,mbert,worst5,fon,0.7897806356540986
2,mbert,worst5,ewe,0.8126685729247975
2,mbert,worst5,pcm,0.8140799896373911
3,mbert,top5,luo,0.9198303185394303
3,mbert,top5,twi,0.9182489681890661
3,mbert,top5,nya,0.9174710774519902
3,mbert,top5,zul,0.9145360187787643
3,mbert,top5,ibo,0.9131477497794946
3,mbert,worst5,bbj,0.8258372031322951
3,mbert,worst5,yor,0.8471175001858272
3,mbert,worst5,ewe,0.8711651255287831
3,mbert,worst5,pcm,0.8712733482096335
3,mbert,worst5,fon,0.8721855387420285
10,mbert,top5,luo,0.9785085045023053
10,mbert,top5,kin,0.9772715561352285
10,mbert,top5,twi,0.9751301878021482
10,mbert,top5,lug,0.9737551943347866
10,mbert,top5,nya,0.9736962503294507
10,mbert,worst5,bbj,0.9429337716483985
10,mbert,worst5,pcm,0.9487145744058658
10,mbert,worst5,yor,0.9525869186260956
10,mbert,worst5,ewe,0.9597908880734484
10,mbert,worst5,bam,0.9628480635933062
12,mbert,top5,luo,0.8968010223985087
12,mbert,top5,lug,0.8850397042877503
12,mbert,top5,kin,0.8818563483027182
12,mbert,top5,twi,0.875054308282764
12,mbert,top5,nya,0.872787368637205
12,mbert,worst5,bbj,0.7812512897610314
12,mbert,worst5,yor,0.7873576704593054
12,mbert,worst5,pcm,0.7874235852940017
12,mbert,worst5,bam,0.8286108881936106
12,mbert,worst5,mos,0.8297505783320686
