,ORG,DATE,PER,LOC,Mean
lug,0.7347331,0.6664425,0.62559766,0.74463356,0.69285166
kin,0.6864607,0.6722139,0.6146525,0.7298703,0.67579937
nya,0.69246364,0.66678375,0.6181836,0.70642424,0.6709638
sna,0.67943203,0.6785714,0.61507225,0.69329834,0.6665935
xho,0.6824769,0.68868566,0.58553386,0.6822192,0.6597289
tsn,0.6707554,0.6555474,0.60825133,0.6597229,0.6485692
zul,0.6555798,0.64680934,0.61421907,0.6673668,0.64599377
luo,0.64318466,0.63877076,0.60607237,0.6773263,0.6413386
wol,0.64677954,0.6248528,0.6052601,0.6483002,0.6312981
hau,0.6385683,0.64917654,0.60171854,0.62893575,0.62959975
ibo,0.6233527,0.6091493,0.5971908,0.6529459,0.6206597
swa,0.62422144,0.6173535,0.5980099,0.6248449,0.61610746
twi,0.6364561,0.597087,0.58243775,0.62194115,0.6094805
bam,0.6032625,0.63493514,0.5880712,0.6092354,0.60887605
ewe,0.61773825,0.6112945,0.57560635,0.6110047,0.6039109
mos,0.62095034,0.6005982,0.5908096,0.5865868,0.5997362
yor,0.5866155,0.5772946,0.57028824,0.5806663,0.57871616
pcm,0.58887583,0.56119215,0.5671299,0.5782715,0.5738673
fon,0.5739003,0.5238653,0.5659428,0.5674219,0.5577826
bbj,0.55293614,0.5508797,0.55173993,0.5184951,0.5435127
