,LOC,PER,ORG,DATE
bam,0.8592404127120972,0.8931903839111328,0.8134505152702332,
bbj,0.7245334386825562,0.8015633225440979,0.744630753993988,
ewe,0.8770070672035217,0.8716360330581665,0.8655255436897278,
fon,0.8323954939842224,0.8341988921165466,0.7685713171958923,
hau,0.8437296748161316,0.8766850233078003,0.8100099563598633,
ibo,0.9040263891220093,0.9119852781295776,0.8756486177444458,
kin,0.9262422323226929,0.928990364074707,0.912469208240509,
lug,0.9614678621292114,0.9744307994842529,0.9737635254859924,
luo,0.925331175327301,0.9267299771308899,0.8873091340065002,
mos,0.8537648320198059,0.8827585577964783,0.8292361497879028,
nya,0.9037787914276123,0.9340435266494751,0.883359968662262,
pcm,0.874687135219574,0.9157544374465942,0.8410727977752686,
sna,0.8603488802909851,0.8722409605979919,0.8410950303077698,
swa,0.8683285713195801,0.9146014451980591,0.8460426330566406,
tsn,0.8924468159675598,0.9198726415634155,0.8844400644302368,
twi,0.8976039886474609,0.9034984111785889,0.8711686134338379,
wol,0.8999481201171875,0.8990935683250427,0.8672187924385071,
xho,0.877916157245636,0.8652191162109375,0.857420027256012,
yor,0.785457193851471,0.7521854639053345,0.722797155380249,
zul,0.9001787304878235,0.8831956386566162,0.8615171313285828,
